sal_code,sal_name,population,median_weekly_rent,crime_incidents,crime_rate,train_station,num_stops,transport_frequency
SAL20424,Burrowye,24,0,3,0.125,0,0,0
SAL20425,Burrumbeet,249,135,41,0.1646586345381526,0,1,70
SAL20426,Burwood,15147,411,740,0.04885455865848023,0,73,928
SAL20427,Burwood East,10675,439,562,0.0526463700234192,0,60,990
SAL20428,Bushfield,596,350,16,0.026845637583892617,0,1,4
SAL20429,Bushy Park,49,300,0,0.0,0,0,0
SAL20430,Butchers Ridge,7,0,0,0.0,0,0,0
SAL20431,Buxton,591,348,28,0.047377326565143825,0,5,54
SAL20432,Byaduk,129,110,0,0.0,0,1,44
SAL20433,Byaduk North,134,325,0,0.0,0,1,44
SAL20434,Byawatha,160,300,5,0.03125,0,0,0
SAL20435,Bylands,117,210,18,0.15384615384615385,0,0,0
SAL20436,Byrneside,161,230,5,0.031055900621118012,0,2,5
SAL20437,Cabarita,482,250,14,0.029045643153526972,0,5,52
SAL20438,Cabbage Tree,10,200,1,0.1,0,0,0
SAL20439,Cabbage Tree Creek,52,250,3,0.057692307692307696,0,1,128
SAL20440,Cadello,25,0,3,0.12,0,0,0
SAL20441,Cairnlea,10038,400,539,0.05369595536959554,0,16,331
SAL20442,Calder Park,0,0,34,0,0,0,0
SAL20443,Caldermeade,181,269,48,0.26519337016574585,0,0,0
SAL20444,California Gully,4476,251,441,0.0985254691689008,0,23,167
SAL20445,Calivil,178,100,7,0.03932584269662921,0,0,0
SAL20446,Callawadda,45,190,0,0.0,0,2,1
SAL20447,Callignee,391,200,5,0.01278772378516624,0,0,0
SAL20448,Callignee North,42,270,0,0.0,0,0,0
SAL20449,Callignee South,10,145,0,0.0,0,0,0
SAL20450,Calrossie,30,178,0,0.0,0,0,0
SAL20451,Calulu,186,263,4,0.021505376344086023,0,0,0
SAL20452,Cambarville,0,0,1,0,0,0,0
SAL20453,Camberwell,21965,486,1029,0.046847256999772366,5,116,3223
SAL20454,Cambrian Hill,292,260,0,0.0,0,0,0
SAL20455,Campbellfield,4977,320,1043,0.20956399437412096,0,43,613
SAL20456,Campbells Bridge,21,175,1,0.047619047619047616,0,2,1
SAL20457,Campbells Creek,2071,320,52,0.025108643167551906,0,9,15
SAL20458,Campbells Forest,50,220,1,0.02,0,0,0
SAL20459,Campbelltown,51,200,1,0.0196078431372549,0,1,70
SAL20460,Camperdown,3354,240,285,0.08497316636851521,1,5,424
SAL20461,Canadian,4098,300,252,0.06149341142020498,0,10,217
SAL20462,Canary Island,4,0,0,0.0,0,0,0
SAL20463,Caniambo,82,260,5,0.06097560975609756,0,0,0
SAL20464,Cann River,197,120,49,0.24873096446700507,0,1,128
SAL20465,Cannie,16,110,0,0.0,0,0,0
SAL20466,Cannons Creek,650,313,21,0.03230769230769231,0,5,111
SAL20467,Cannum,45,110,3,0.06666666666666667,0,0,0
SAL20468,Canterbury,7800,515,293,0.037564102564102565,1,31,3998
SAL20469,Cape Bridgewater,151,283,5,0.033112582781456956,0,0,0
SAL20470,Cape Clear,148,180,10,0.06756756756756757,0,0,0
SAL20471,Cape Conran,5,250,3,0.6,0,0,0
SAL20472,Cape Otway,34,351,5,0.14705882352941177,0,0,0
SAL20473,Cape Paterson,1111,300,50,0.045004500450045004,0,14,130
SAL20474,Cape Schanck,569,359,36,0.0632688927943761,0,0,0
SAL20475,Cape Woolamai,2301,340,99,0.04302477183833116,0,9,211
SAL20476,Capel Sound,5246,350,0,0.0,0,39,235
SAL20477,Capels Crossing,54,175,3,0.05555555555555555,0,0,0
SAL20478,Carag Carag,61,175,4,0.06557377049180328,0,0,0
SAL20479,Caralulup,3,0,4,1.3333333333333333,0,0,0
SAL20480,Caramut,256,150,25,0.09765625,0,1,30
SAL20481,Carapooee,60,160,4,0.06666666666666667,0,0,0
SAL20482,Carapooee West,40,0,1,0.025,0,0,0
SAL20483,Carapook,67,120,0,0.0,0,0,0
SAL20484,Carboor,97,120,13,0.13402061855670103,0,0,0
SAL20485,Cardigan,1064,350,50,0.046992481203007516,0,0,0
SAL20486,Cardigan Village,957,300,10,0.01044932079414838,0,1,70
SAL20487,Cardinia,342,390,55,0.1608187134502924,0,0,0
SAL20488,Cardross,847,200,21,0.024793388429752067,0,0,0
SAL20489,Cargerie,38,0,3,0.07894736842105263,0,0,0
SAL20490,Carina,26,85,0,0.0,0,0,0
SAL20491,Caringal,16,185,3,0.1875,0,0,0
SAL20492,Carisbrook,1192,223,74,0.06208053691275168,0,4,172
SAL20493,Carlisle River,168,200,7,0.041666666666666664,0,0,0
SAL20494,Carlsruhe,382,275,27,0.07068062827225131,0,1,24
SAL20495,Carlton,16055,365,2129,0.13260666459047027,0,54,1113
SAL20496,Carlton North,6177,552,465,0.07527926177756192,0,32,1962
SAL20497,Carlyle,82,200,1,0.012195121951219513,0,0,0
SAL20498,Carnegie,17909,395,786,0.04388854765760232,1,58,6054
SAL20499,Carngham,171,180,24,0.14035087719298245,0,0,0
SAL20500,Caroline Springs,24488,400,1106,0.04516497876510944,0,88,370
SAL20501,Carpendeit,115,200,26,0.22608695652173913,0,0,0
SAL20502,Carrajung,100,250,7,0.07,0,2,19
SAL20503,Carrajung Lower,129,250,6,0.046511627906976744,0,0,0
SAL20504,Carrajung South,42,0,1,0.023809523809523808,0,0,0
SAL20505,Carranballac,43,120,2,0.046511627906976744,0,0,0
SAL20506,Carron,18,0,0,0.0,0,0,0
SAL20507,Carrum,4239,406,348,0.08209483368719038,1,25,4793
SAL20508,Carrum Downs,21976,370,1756,0.07990535129231889,0,115,194
SAL20509,Carwarp,68,118,10,0.14705882352941177,0,0,0
SAL20510,Cashmore,197,200,6,0.030456852791878174,0,0,0
SAL20511,Cassilis,21,0,0,0.0,0,0,0
SAL20512,Castella,257,420,11,0.042801556420233464,0,0,0
SAL20513,Casterton,1673,160,69,0.041243275552898986,0,4,85
SAL20514,Castle Creek,85,430,0,0.0,0,0,0
SAL20515,Castle Donnington,139,250,5,0.03597122302158273,0,0,0
SAL20516,Castlemaine,7506,300,585,0.07793764988009592,1,47,2497
SAL20517,Catani,297,210,8,0.026936026936026935,0,0,0
SAL20518,Cathcart,110,138,4,0.03636363636363636,0,0,0
SAL20519,Cathkin,27,331,3,0.1111111111111111,0,0,0
SAL20520,Catumnal,14,0,0,0.0,0,0,0
SAL20521,Caulfield,5748,475,347,0.06036882393876131,0,31,806
SAL20522,Caulfield East,1293,320,361,0.2791956689868523,2,14,3362
SAL20523,Caulfield North,16903,422,802,0.04744719872212033,0,77,774
SAL20524,Caulfield South,12328,496,452,0.03666450356911097,0,44,826
SAL20525,Caveat,59,50,16,0.2711864406779661,0,0,0
SAL20526,Cavendish,366,175,9,0.02459016393442623,0,0,0
SAL20527,Ceres,266,250,9,0.03383458646616541,0,0,0
SAL20528,Chadstone,9552,421,747,0.0782035175879397,0,35,605
SAL20529,Chandlers Creek,0,0,9,0,0,0,0
SAL20530,Chapel Flat,0,0,1,0,0,0,0
SAL20531,Chapple Vale,42,0,1,0.023809523809523808,0,0,0
SAL20532,Charam,42,0,0,0.0,0,0,0
SAL20533,Charlemont,2612,415,90,0.03445635528330781,0,2,98
SAL20534,Charleroi,82,245,0,0.0,0,0,0
SAL20535,Charlton,1095,200,73,0.06666666666666667,0,2,86
SAL20536,Chatsworth,49,462,1,0.02040816326530612,0,0,0
SAL20537,Chelsea,8347,375,546,0.06541272313406014,1,29,4760
SAL20538,Chelsea Heights,5393,412,312,0.05785277211199703,0,43,356
SAL20539,Cheltenham,23992,430,1498,0.06243747915971991,2,134,4777
SAL20540,Chepstowe,60,100,2,0.03333333333333333,0,0,0
SAL20541,Cherokee,68,300,1,0.014705882352941176,0,0,0
SAL20542,Cherrypool,3,0,0,0.0,0,0,0
SAL20543,Cheshunt,213,115,7,0.03286384976525822,0,1,12
SAL20544,Cheshunt South,0,0,0,0,0,0,0
SAL20545,Chesney Vale,204,200,4,0.0196078431372549,0,0,0
SAL20546,Chetwynd,85,123,3,0.03529411764705882,0,0,0
SAL20547,Chewton,763,300,14,0.01834862385321101,0,7,33
SAL20548,Chewton Bushlands,50,800,4,0.08,0,0,0
SAL20549,Childers,91,130,7,0.07692307692307693,0,0,0
SAL20550,Chillingollah,3,80,7,2.3333333333333335,0,0,0
SAL20551,Chiltern,1580,260,65,0.04113924050632911,1,3,300
SAL20552,Chiltern Valley,77,140,8,0.1038961038961039,0,0,0
SAL20553,Chinangin,3,100,0,0.0,0,0,0
SAL20554,Chinkapook,17,0,1,0.058823529411764705,0,0,0
SAL20555,Chintin,111,450,0,0.0,0,0,0
SAL20556,Chirnside Park,11779,443,585,0.04966465744120893,0,33,1362
SAL20557,Chirrip,8,0,0,0.0,0,0,0
SAL20558,Chocolyn,61,200,4,0.06557377049180328,0,0,0
SAL20559,Christmas Hills,365,353,5,0.0136986301369863,0,0,0
SAL20560,Chum Creek,981,361,26,0.026503567787971458,0,2,304
SAL20561,Churchill,4924,230,509,0.10337124289195776,0,29,110
SAL20562,Churchill Island,0,0,0,0,0,0,0
SAL20563,Chute,13,0,1,0.07692307692307693,0,0,0
SAL20564,Clarendon,163,350,1,0.006134969325153374,0,2,151
SAL20565,Claretown,35,280,1,0.02857142857142857,0,0,0
SAL20566,Clarinda,7441,394,319,0.04287058191103346,0,40,65
SAL20567,Clarkefield,303,345,23,0.07590759075907591,1,2,1874
SAL20568,Clarkes Hill,75,185,2,0.02666666666666667,0,0,0
SAL20569,Clayton,18988,400,1751,0.09221613650726775,2,87,1726
SAL20570,Clayton South,13381,381,959,0.07166878409685375,1.5,73,6456
SAL20571,Clear Lake,57,120,6,0.10526315789473684,0,0,0
SAL20572,Clematis,352,372,45,0.1278409090909091,0,9,836
SAL20573,Clifton Creek,252,300,7,0.027777777777777776,0,0,0
SAL20574,Clifton Hill,6606,550,427,0.06463820768997881,1,28,6486
SAL20575,Clifton Springs,7646,350,142,0.018571802249542243,0,28,113
SAL20576,Clonbinane,347,475,37,0.10662824207492795,0,0,0
SAL20577,Clover Flat,15,0,0,0.0,0,0,0
SAL20578,Cloverlea,178,235,1,0.0056179775280898875,0,0,0
SAL20579,Club Terrace,25,0,15,0.6,0,0,0
SAL20580,Clunes,1844,220,60,0.03253796095444685,1,5,248
SAL20581,Clyde,11177,401,440,0.03936655632101637,0,12,388
SAL20582,Clyde North,31681,410,1153,0.03639405321801711,0,56,259
SAL20583,Clydebank,133,255,16,0.12030075187969924,0,0,0
SAL20584,Clydesdale,62,195,0,0.0,0,0,0
SAL20585,Coalville,55,0,2,0.03636363636363636,0,0,0
SAL20586,Cobains,245,240,4,0.0163265306122449,0,0,0
SAL20587,Cobaw,104,568,1,0.009615384615384616,0,0,0
SAL20588,Cobbannah,0,0,0,0,0,0,0
SAL20589,Cobberas,0,0,0,0,0,0,0
SAL20590,Cobblebank,3601,370,0,0.0,1,5,3777
SAL20591,Cobden,1804,220,78,0.043237250554323724,0,5,28
SAL20592,Cobram,6148,250,831,0.13516590761223163,0,13,440
SAL20593,Cobram East,232,320,15,0.06465517241379311,0,0,0
SAL20594,Cobrico,72,0,1,0.013888888888888888,0,0,0
SAL20595,Cobungra,58,0,1,0.017241379310344827,0,2,6
SAL20596,Coburg,26574,430,1953,0.07349288778505306,2,136,3785
SAL20597,Coburg North,8327,401,721,0.08658580521196109,2.5,55,5169
SAL20598,Cocamba,4,0,0,0.0,0,0,0
SAL20599,Cochranes Creek,9,0,0,0.0,0,0,0
SAL20600,Cockatoo,4408,370,216,0.04900181488203267,0,20,832
SAL20601,Cocoroc,0,0,13,0,0,0,0
SAL20602,Codrington,37,50,2,0.05405405405405406,0,0,0
SAL20603,Coghills Creek,80,0,0,0.0,0,0,0
SAL20604,Cohuna,2415,185,149,0.06169772256728778,0,2,342
SAL20605,Coimadai,409,320,18,0.044009779951100246,0,0,0
SAL20606,Cokum,0,0,1,0,0,0,0
SAL20607,Colac,9243,260,953,0.10310505247214108,1,74,556
SAL20608,Colac Colac,61,200,1,0.01639344262295082,0,0,0
SAL20609,Colac East,168,230,19,0.1130952380952381,0,0,0
SAL20610,Colac West,89,230,22,0.24719101123595505,0.5,2,10
SAL20611,Colbinabbin,285,200,6,0.021052631578947368,0,4,55
SAL20612,Colbrook,41,200,3,0.07317073170731707,0,0,0
SAL20613,Coldstream,2199,371,93,0.04229195088676671,0,20,66
SAL20614,Coleraine,1062,140,60,0.05649717514124294,0,1,170
SAL20615,Colignan,305,120,18,0.05901639344262295,0,0,0
SAL20616,Collingwood,9179,425,1832,0.19958601154809893,0,16,1990
SAL20617,Combienbar,7,0,1,0.14285714285714285,0,0,0
SAL20618,Concongella,146,230,4,0.0273972602739726,0,0,0
SAL20619,Condah,104,206,3,0.028846153846153848,0,1,10
SAL20620,Congupna,620,295,27,0.043548387096774194,0,1,270
SAL20621,Connewarre,953,365,26,0.02728226652675761,0,6,98
SAL20622,Connewirricoo,23,0,0,0.0,0,0,0
SAL20623,Coojar,38,0,2,0.05263157894736842,0,0,0
SAL20624,Coolaroo,3193,335,633,0.19824616348261823,2,39,2893
SAL20625,Cooma,94,250,10,0.10638297872340426,0,0,0
SAL20626,Coomboona,134,320,13,0.09701492537313433,0,0,0
SAL20627,Coomoora,308,300,1,0.003246753246753247,0,0,0
SAL20628,Coongulla,229,210,12,0.05240174672489083,0,0,0
SAL20629,Coonooer Bridge,30,0,1,0.03333333333333333,0,0,0
SAL20630,Coonooer West,18,0,0,0.0,0,0,0
SAL20631,Cooriemungle,311,180,1,0.003215434083601286,0,0,0
SAL20632,Cope Cope,42,140,0,0.0,0,0,0
SAL20633,Cora Lynn,220,250,2,0.00909090909090909,0,0,0
SAL20634,Corack,33,115,0,0.0,0,0,0
SAL20635,Corack East,10,0,0,0.0,0,0,0
SAL20636,Coragulac,171,213,1,0.005847953216374269,0,2,10
SAL20637,Coral Bank,88,215,0,0.0,0,0,0
SAL20638,Corindhap,131,200,1,0.007633587786259542,0,0,0
SAL20639,Corinella,1181,320,129,0.10922946655376799,0,10,340
SAL20640,Corio,15497,280,2617,0.16887139446344454,1,76,3158
SAL20641,Corndale,27,0,1,0.037037037037037035,0,0,0
SAL20642,Cornella,43,0,1,0.023255813953488372,0,0,0
SAL20643,Cornishtown,94,290,0,0.0,0,0,0
SAL20644,Coronet Bay,1108,281,66,0.05956678700361011,0,11,27
SAL20645,Corop,161,210,5,0.031055900621118012,0,1,44
SAL20646,Cororooke,358,230,6,0.01675977653631285,0,1,10
SAL20647,Corringle,17,225,5,0.29411764705882354,0,0,0
SAL20648,Corryong,1352,200,47,0.03476331360946745,0,1,10
SAL20649,Corunnun,119,140,2,0.01680672268907563,0,0,0
SAL20650,Cosgrove,50,200,1,0.02,0,0,0
SAL20651,Cosgrove South,53,200,1,0.018867924528301886,0,0,0
SAL20652,Costerfield,70,50,4,0.05714285714285714,0,0,0
SAL20653,Cotswold,20,100,2,0.1,0,0,0
SAL20654,Cottles Bridge,609,260,40,0.06568144499178982,0,0,0
SAL20655,Cowa,0,0,0,0,0,0,0
SAL20656,Cowangie,33,370,1,0.030303030303030304,0,1,10
SAL20657,Cowes,6593,331,594,0.09009555589261338,0,23,205
SAL20658,Cowleys Creek,34,200,1,0.029411764705882353,0,0,0
SAL20659,Cowwarr,389,215,7,0.017994858611825194,0,2,120
SAL20660,Craigie,62,0,0,0.0,0,0,0
SAL20661,Craigieburn,65178,380,3786,0.05808708459909785,2,188,1167
SAL20662,Cranbourne,21281,342,2719,0.127766552323669,1,74,4343
SAL20663,Cranbourne East,24679,400,973,0.03942623282953118,0.5,39,259
SAL20664,Cranbourne North,24683,385,1346,0.05453145889883726,1.5,86,3647
SAL20665,Cranbourne South,3241,470,144,0.04443073125578525,0.5,7,1312
SAL20666,Cranbourne West,19969,375,1097,0.05493514948169663,0.5,31,708
SAL20667,Creek Junction,34,180,0,0.0,0,0,0
SAL20668,Creek View,39,0,0,0.0,0,0,0
SAL20669,Creightons Creek,162,250,2,0.012345679012345678,0,0,0
SAL20670,Cremorne,2158,550,262,0.12140871177015755,0,3,742
SAL20671,Cressy,176,250,13,0.07386363636363637,0,0,0
SAL20672,Creswick,3279,275,192,0.0585544373284538,1,34,340
SAL20673,Creswick North,55,300,0,0.0,0.5,2,106
SAL20674,Crib Point,3343,340,239,0.07149267125336524,3,8,437
SAL20675,Crookayan,0,0,0,0,0,0,0
SAL20676,Crooked River,5,0,0,0.0,0,0,0
SAL20677,Cross Roads,27,180,0,0.0,0,0,0
SAL20678,Crossley,235,265,2,0.00851063829787234,0,4,34
SAL20679,Crossover,161,350,8,0.049689440993788817,0,0,0
SAL20680,Crowlands,72,119,0,0.0,0,2,1
SAL20681,Croxton East,70,250,1,0.014285714285714285,0,0,0
SAL20682,Croydon,28608,380,1933,0.06756851230425055,1,138,3419
SAL20683,Croydon Hills,4839,491,100,0.020665426741062202,0,11,447
SAL20684,Croydon North,8092,410,224,0.02768166089965398,0.5,37,1362
SAL20685,Croydon South,4759,410,268,0.05631435175457029,0.5,15,1036
SAL20686,Crymelon,15,200,0,0.0,0,0,0
SAL20687,Cudgee,311,225,7,0.022508038585209004,0,0,0
SAL20688,Cudgewa,254,130,3,0.011811023622047244,0,1,5
SAL20689,Culgoa,86,55,5,0.05813953488372093,0,2,49
SAL20690,Culla,31,65,0,0.0,0,0,0
SAL20691,Cullen,36,195,0,0.0,0,0,0
SAL20692,Cullulleraine,81,105,2,0.024691358024691357,0,0,0
SAL20693,Cundare,15,0,0,0.0,0,0,0
SAL20694,Cundare North,10,270,1,0.1,0,0,0
SAL20695,Curdies River,25,75,1,0.04,0,0,0
SAL20696,Curdievale,125,190,5,0.04,0,0,0
SAL20697,Curlewis,4175,405,158,0.03784431137724551,0,12,231
SAL20698,Curyo,20,60,0,0.0,0,0,0
SAL20699,Dadswells Bridge,69,196,14,0.2028985507246377,0,2,260
SAL20700,Daisy Hill,398,230,9,0.022613065326633167,0,1,20
SAL20701,Dales Creek,403,271,11,0.02729528535980149,0,0,0
SAL20702,Dallas,6762,323,424,0.0627033422064478,0,24,230
SAL20703,Dalmore,142,300,7,0.04929577464788732,0,0,0
SAL20704,Daltons Bridge,57,0,11,0.19298245614035087,0,0,0
SAL20705,Dalyenong,0,0,0,0,0,0,0
SAL20706,Dalyston,843,280,105,0.12455516014234876,0,4,202
SAL20707,Dandenong,30127,319,6335,0.21027649616622962,2,144,3696
SAL20708,Dandenong North,22550,341,1316,0.05835920177383592,0.5,98,387
SAL20709,Dandenong South,125,245,1627,13.016,0.5,104,892
SAL20710,Dandongadale,8,0,10,1.25,0,0,0
SAL20711,Dargo,105,160,13,0.12380952380952381,0,0,0
SAL20712,Darley,9190,320,358,0.038955386289445046,0,23,161
SAL20713,Darlimurla,46,0,0,0.0,0,0,0
SAL20714,Darlington,84,155,10,0.11904761904761904,0,2,22
SAL20715,Darnum,759,307,85,0.11198945981554677,0,3,137
SAL20716,Darraweit Guim,402,261,10,0.024875621890547265,0,0,0
SAL20717,Darriman,12,0,3,0.25,0,0,0
SAL20718,Dartmoor,299,153,7,0.023411371237458192,0,1,130
SAL20719,Dartmouth,130,200,2,0.015384615384615385,0,0,0
SAL20720,Dawson,40,230,0,0.0,0,0,0
SAL20721,Daylesford,2781,331,135,0.04854368932038835,0,4,525
SAL20722,Dean,132,260,0,0.0,0,0,0
SAL20723,Deans Marsh,368,288,8,0.021739130434782608,0,0,0
SAL20724,Deanside,654,401,0,0.0,0,0,0
SAL20725,Deddick Valley,12,50,0,0.0,0,0,0
SAL20726,Dederang,198,162,2,0.010101010101010102,0,1,26
SAL20727,Deep Lead,210,450,8,0.0380952380952381,0,0,0
SAL20728,Deepdene,2101,501,59,0.028081865778200855,0,0,0
SAL20729,Deer Park,18145,350,1584,0.08729677597134197,1,70,8044
SAL20730,Delacombe,5408,310,644,0.11908284023668639,0,31,366
SAL20731,Delahey,8077,350,320,0.03961867029837811,0,29,157
SAL20732,Delatite,13,150,0,0.0,0,0,0
SAL20733,Delburn,37,220,2,0.05405405405405406,0,0,0
SAL20734,Delegate River,41,0,0,0.0,0,0,0
SAL20735,Denicull Creek,19,0,2,0.10526315789473684,0,0,0
SAL20736,Denison,453,200,41,0.09050772626931568,0,0,0
SAL20737,Dennington,1994,370,86,0.04312938816449348,0,5,100
SAL20738,Denver,148,350,4,0.02702702702702703,0,0,0
SAL20739,Deptford,0,0,0,0,0,0,0
SAL20740,Derby,18,92,4,0.2222222222222222,0,0,0
SAL20741,Dereel,664,300,25,0.03765060240963856,0,1,4
SAL20742,Dergholm,57,130,7,0.12280701754385964,0,0,0
SAL20743,Derrimut,8651,400,728,0.0841521211420645,0,24,189
SAL20744,Derrinal,99,320,6,0.06060606060606061,0,2,34
SAL20745,Derrinallum,386,170,15,0.038860103626943004,0,1,70
SAL20746,Devenish,208,245,1,0.004807692307692308,0,2,128
SAL20747,Devils River,14,0,1,0.07142857142857142,0,0,0
SAL20748,Devon Meadows,1551,392,59,0.038039974210186976,0,19,335
SAL20749,Devon North,352,250,1,0.002840909090909091,0,0,0
SAL20750,Dewhurst,151,300,14,0.09271523178807947,0,0,0
SAL20751,Dhurringile,369,215,5,0.013550135501355014,0,0,0
SAL20752,Diamond Creek,12503,430,461,0.036871150923778295,1,40,2206
SAL20753,Digby,122,120,3,0.02459016393442623,0,0,0
SAL20754,Diggers Rest,5669,397,357,0.06297406950079379,1,12,1924
SAL20755,Diggora,78,200,1,0.01282051282051282,0,0,0
SAL20756,Dimboola,1635,170,137,0.0837920489296636,1,2,369
SAL20757,Dingee,195,100,7,0.035897435897435895,1,2,214
SAL20758,Dingley Village,10495,450,323,0.03077656026679371,0,61,114
SAL20759,Dingwall,99,215,1,0.010101010101010102,0,0,0
SAL20760,Dinner Plain,128,269,2,0.015625,0,1,14
SAL20761,Dixie,148,245,2,0.013513513513513514,0,0,0
SAL20762,Dixons Creek,344,330,16,0.046511627906976744,0,0,0
SAL20763,Dobie,33,346,11,0.3333333333333333,0,0,0
SAL20764,Docker,106,250,1,0.009433962264150943,0,0,0
SAL20765,Dockers Plains,59,195,2,0.03389830508474576,0,0,0
SAL20766,Docklands,15495,411,3132,0.2021297192642788,0,24,2671
SAL20767,Doctors Flat,13,0,0,0.0,0,0,0
SAL20768,Dollar,61,258,0,0.0,0,0,0
SAL20769,Don Valley,586,270,9,0.015358361774744027,0,0,0
SAL20770,Donald,1472,180,66,0.04483695652173913,0,3,89
SAL20771,Doncaster,25020,450,1285,0.05135891286970424,0,110,128
SAL20772,Doncaster East,30926,462,872,0.02819633964948587,0,134,128
SAL20773,Donnybrook,2100,401,144,0.06857142857142857,1,9,1297
SAL20774,Donvale,12644,450,258,0.020404935147105348,0,60,212
SAL20775,Dooboobetic,13,92,1,0.07692307692307693,0,0,0
SAL20776,Dooen,250,150,13,0.052,0,1,4
SAL20777,Dookie,333,210,15,0.04504504504504504,0,0,0
SAL20778,Dookie College,51,185,2,0.0392156862745098,0,0,0
SAL20779,Doreen,27122,397,793,0.02923825676572524,0,90,173
SAL20780,Dorodong,21,100,7,0.3333333333333333,0,0,0
SAL20781,Double Bridges,0,0,1,0,0,0,0
SAL20782,Douglas,74,0,2,0.02702702702702703,0,0,0
SAL20783,Doveton,9603,320,910,0.09476205352494012,0,40,403
SAL20784,Dreeite,77,350,0,0.0,0,0,0
SAL20785,Dreeite South,28,0,1,0.03571428571428571,0,0,0
SAL20786,Driffield,101,225,13,0.12871287128712872,0,0,0
SAL20787,Drik Drik,46,160,0,0.0,0,0,0
SAL20788,Dromana,6626,380,526,0.07938424388771506,0,16,443
SAL20789,Dropmore,19,0,0,0.0,0,0,0
SAL20790,Drouin,15287,330,1109,0.07254529992804344,1,52,1839
SAL20791,Drouin East,177,298,58,0.327683615819209,0.5,2,65
SAL20792,Drouin South,343,313,25,0.0728862973760933,0.5,1,2
SAL20793,Drouin West,361,193,63,0.1745152354570637,0,0,0
SAL20794,Drumanure,41,320,0,0.0,0,0,0
SAL20795,Drumborg,160,180,68,0.425,0,0,0
SAL20796,Drumcondra,571,331,49,0.08581436077057793,0,4,269
SAL20797,Drummartin,42,100,4,0.09523809523809523,0,0,0
SAL20798,Drummond,294,380,29,0.09863945578231292,0,0,0
SAL20799,Drummond North,203,230,5,0.024630541871921183,0,0,0
SAL20800,Drung,119,190,3,0.025210084033613446,0,0,0
SAL20801,Dry Diggings,41,321,0,0.0,0,0,0
SAL20802,Drysdale,4976,340,208,0.04180064308681672,0,30,123
SAL20803,Duchembegarra,47,0,8,0.1702127659574468,0,0,0
SAL20804,Dumbalk,455,268,8,0.017582417582417582,0,0,0
SAL20805,Dumbalk North,90,400,0,0.0,0,0,0
SAL20806,Dumosa,18,0,1,0.05555555555555555,0,0,0
SAL20807,Dunach,83,200,6,0.07228915662650602,0,0,0
SAL20808,Dundonnell,52,255,0,0.0,0,0,0
SAL20809,Dunkeld,688,220,8,0.011627906976744186,0,2,122
SAL20810,Dunluce,36,0,0,0.0,0,0,0
SAL20811,Dunneworthy,15,160,0,0.0,0,0,0
SAL20812,Dunnstown,259,175,15,0.05791505791505792,0,2,3
SAL20813,Dunolly,899,192,58,0.06451612903225806,0,2,93
SAL20814,Dunrobin,70,0,4,0.05714285714285714,0,0,0
SAL20815,Durdidwarrah,12,230,0,0.0,0,0,0
SAL20816,Durham Lead,408,412,8,0.0196078431372549,0,0,0
SAL20817,Durham Ox,60,115,2,0.03333333333333333,0,1,114
SAL20818,Dutson,32,500,6,0.1875,0,0,0
SAL20819,Dutson Downs,0,0,1,0,0,0,0
SAL20820,Dutton Way,91,210,3,0.03296703296703297,0,0,0
SAL20821,Duverney,23,0,1,0.043478260869565216,0,0,0
SAL20822,Eagle Point,1306,310,40,0.030627871362940276,0,1,22
SAL20823,Eaglehawk,5538,265,519,0.09371614301191766,1,45,452
SAL20824,Eaglehawk North,13,0,0,0.0,0,0,0
SAL20825,Eaglemont,3960,453,104,0.026262626262626262,1,7,2567
SAL20826,Earlston,82,0,0,0.0,0,0,0
SAL20827,East Bairnsdale,1352,250,225,0.16642011834319526,0,3,20
SAL20828,East Bendigo,2246,295,231,0.10284951024042743,0,31,87
SAL20829,East Geelong,4012,350,356,0.08873379860418744,0,33,200
SAL20830,East Melbourne,4896,480,1068,0.2181372549019608,1,26,7961
SAL20831,East Sale,210,75,0,0.0,0,0,0
SAL20832,East Wangaratta,66,231,5,0.07575757575757576,0,0,0
SAL20833,East Warburton,906,300,27,0.029801324503311258,0,9,90
SAL20834,Eastern View,47,0,0,0.0,0,4,237
SAL20835,Eastville,13,250,2,0.15384615384615385,0,0,0
SAL20836,Eastwood,2855,370,122,0.04273204903677758,0,0,0
SAL20837,Ebden,110,100,11,0.1,0,0,0
SAL20838,Echuca,15056,285,1796,0.11928799149840595,1,23,923
SAL20839,Echuca Village,577,250,25,0.043327556325823226,0,0,0
SAL20840,Echuca West,442,350,5,0.011312217194570135,0,0,0
SAL20841,Ecklin South,222,200,12,0.05405405405405406,0,0,0
SAL20842,Eddington,113,180,4,0.035398230088495575,0,0,0
SAL20843,Eden Park,1194,381,31,0.025963149078726967,0,0,0
SAL20844,Edenhope,937,165,38,0.04055496264674493,0,1,10
SAL20845,Edgecombe,103,0,3,0.02912621359223301,0,0,0
SAL20846,Edi,60,263,9,0.15,0,1,12
SAL20847,Edi Upper,109,150,0,0.0,0,0,0
SAL20848,Edithvale,6276,429,180,0.028680688336520075,1,29,4760
SAL20849,Eganstown,206,200,6,0.02912621359223301,0,0,0
SAL20850,Eildon,944,250,71,0.07521186440677965,0,2,58
SAL20851,Elaine,232,166,11,0.04741379310344827,0,1,302
SAL20852,Eldorado,382,225,14,0.03664921465968586,0,0,0
SAL20853,Elevated Plains,39,0,0,0.0,0,0,0
SAL20854,Elingamite,57,0,0,0.0,0,0,0
