sal_code,sal_name,population,median_weekly_rent,crime_incidents,crime_rate,train_station,num_stops,transport_frequency
SAL20855,Elingamite North,118,150,2,0.01694915254237288,0,0,0
SAL20856,Elizabeth Island,0,0,0,0,0,0,0
SAL20857,Ellaswood,206,280,1,0.0048543689320388345,0,0,0
SAL20858,Ellerslie,157,141,10,0.06369426751592357,0,1,4
SAL20859,Elliminyt,3260,290,77,0.02361963190184049,0,0,0
SAL20860,Ellinbank,229,225,31,0.13537117903930132,0,0,0
SAL20861,Elmhurst,185,97,4,0.021621621621621623,0,3,6
SAL20862,Elmore,847,220,39,0.04604486422668241,1,2,360
SAL20863,Elphinstone,633,203,15,0.023696682464454975,0,2,30
SAL20864,Elsternwick,10887,441,685,0.06291907779921006,1,63,3924
SAL20865,Eltham,18847,440,942,0.04998142940521038,1,52,2705
SAL20866,Eltham North,6830,512,141,0.020644216691068813,0.5,22,522
SAL20867,Elwood,15153,415,823,0.05431267735761895,0,43,806
SAL20868,Emerald,5890,400,111,0.018845500848896433,0,16,740
SAL20869,Emu,37,203,0,0.0,0,2,43
SAL20870,Emu Creek,376,320,13,0.034574468085106384,0,0,0
SAL20871,Endeavour Hills,24455,375,1178,0.0481701083622981,0,129,403
SAL20872,Enfield,574,285,19,0.033101045296167246,0,2,4
SAL20873,Englefield,23,0,1,0.043478260869565216,0,0,0
SAL20874,Enochs Point,3,0,0,0.0,0,0,0
SAL20875,Ensay,155,150,3,0.01935483870967742,0,1,12
SAL20876,Ensay North,29,0,0,0.0,0,0,0
SAL20877,Eppalock,746,320,52,0.06970509383378017,0,0,0
SAL20878,Epping,33489,361,2957,0.08829764997461853,1,163,2884
SAL20879,Epsom,5014,340,361,0.07199840446749102,1,37,744
SAL20880,Ercildoune,90,200,0,0.0,0,0,0
SAL20881,Erica,184,203,14,0.07608695652173914,0,0,0
SAL20882,Errinundra,0,0,0,0,0,0,0
SAL20883,Eskdale,238,175,6,0.025210084033613446,0,0,0
SAL20884,Esmond,17,0,0,0.0,0,0,0
SAL20885,Essendon,21240,380,1433,0.06746704331450094,3,126,1491
SAL20886,Essendon Fields,13,0,192,14.76923076923077,0,0,0
SAL20887,Essendon North,3071,360,261,0.08498860306089222,0.5,8,1185
SAL20888,Essendon West,1559,450,47,0.030147530468248876,0.5,6,5
SAL20889,Eumemmerring,2285,323,213,0.09321663019693655,0,6,260
SAL20890,Eurack,43,200,0,0.0,0,0,0
SAL20891,Eureka,633,270,60,0.0947867298578199,0,7,182
SAL20892,Euroa,3508,250,151,0.043044469783352336,1,6,374
SAL20893,Eurobin,239,225,2,0.008368200836820083,0,0,0
SAL20894,Evansford,147,180,11,0.07482993197278912,0,0,0
SAL20895,Eversley,14,0,0,0.0,0,2,4
SAL20896,Everton,193,210,5,0.025906735751295335,0,2,35
SAL20897,Everton Upper,154,270,16,0.1038961038961039,0,0,0
SAL20898,Exford,133,429,14,0.10526315789473684,0,0,0
SAL20899,Eynesbury,2838,380,59,0.020789288231148697,0,0,0
SAL20900,Fairbank,52,0,0,0.0,0,0,0
SAL20901,Fairfield,6535,369,476,0.07283856159143076,1,41,2689
SAL20902,Fairhaven,390,340,8,0.020512820512820513,0,4,237
SAL20903,Fairley,14,0,3,0.21428571428571427,0,0,0
SAL20904,Fairy Dell,93,265,4,0.043010752688172046,0,0,0
SAL20905,Fairy Dell,0,0,4,0,0,0,0
SAL20906,Falls Creek,326,539,0,0.0,0,0,0
SAL20907,Faraday,194,315,4,0.020618556701030927,0,0,0
SAL20908,Fawcett,82,425,7,0.08536585365853659,0,0,0
SAL20909,Fawkner,14274,376,813,0.0569567044976881,1,76,2567
SAL20910,Fentons Creek,27,0,0,0.0,0,0,0
SAL20911,Ferguson,13,220,1,0.07692307692307693,0,0,0
SAL20912,Fern Hill,125,231,0,0.0,0,0,0
SAL20913,Fernbank,194,200,15,0.07731958762886598,0,0,0
SAL20914,Ferndale,48,0,8,0.16666666666666666,0,0,0
SAL20915,Fernihurst,32,0,0,0.0,0,0,0
SAL20916,Fernshaw,0,0,0,0,0,0,0
SAL20917,Ferntree Gully,27398,386,1674,0.06109935031754143,1,137,2946
SAL20918,Ferny Creek,1524,400,26,0.01706036745406824,0,12,707
SAL20919,Fiery Flat,28,0,0,0.0,0,0,0
SAL20920,Fingal,637,418,32,0.05023547880690738,0,0,0
SAL20921,Fish Creek,858,235,27,0.03146853146853147,0,2,185
SAL20922,Fish Point,11,230,0,0.0,0,0,0
SAL20923,Fiskville,18,100,0,0.0,0,0,0
SAL20924,Fitzroy,10431,451,2167,0.20774614130955804,0,44,2266
SAL20925,Fitzroy North,12781,481,949,0.0742508410922463,1,59,3579
SAL20926,Flaggy Creek,104,200,19,0.18269230769230768,0,0,0
SAL20927,Flagstaff,97,235,2,0.020618556701030927,0,0,0
SAL20928,Flamingo Beach,0,0,1,0,0,0,0
SAL20929,Flemington,7025,300,962,0.13693950177935943,2,33,1132
SAL20930,Flinders,1130,451,29,0.02566371681415929,0,5,20
SAL20931,Flora Hill,3989,290,246,0.061669591376284784,0,29,8
SAL20932,Flowerdale,790,286,89,0.11265822784810127,0,2,43
SAL20933,Flynn,188,258,14,0.07446808510638298,0,0,0
SAL20934,Flynns Creek,12,0,1,0.08333333333333333,0,0,0
SAL20935,Footscray,17131,355,2688,0.15690852839880917,3,114,12459
SAL20936,Forbes,158,425,10,0.06329113924050633,0,0,0
SAL20937,Forest Hill,10780,396,500,0.04638218923933209,0,49,2211
SAL20938,Forge Creek,346,220,16,0.046242774566473986,0,0,0
SAL20939,Forrest,257,290,65,0.2529182879377432,0,2,2
SAL20940,Foster,2044,240,72,0.03522504892367906,0,1,335
SAL20941,Foster North,152,385,2,0.013157894736842105,0,0,0
SAL20942,Fosterville,57,240,3,0.05263157894736842,0,0,0
SAL20943,Foxhow,31,0,1,0.03225806451612903,0,0,0
SAL20944,Framlingham,169,140,11,0.0650887573964497,0,0,0
SAL20945,Framlingham East,25,150,0,0.0,0,0,0
SAL20946,Franklinford,71,500,0,0.0,0,0,0
SAL20947,Frankston,37331,342,5745,0.15389354691811094,2,197,829
SAL20948,Frankston North,5711,315,816,0.14288215724041323,0.5,39,344
SAL20949,Frankston South,18801,420,524,0.027870857933088664,0.5,75,49
SAL20950,Fraser Rise,9097,431,0,0.0,0,8,165
SAL20951,Freeburgh,136,350,0,0.0,0,2,8
SAL20952,French Island,141,346,0,0.0,0,0,0
SAL20953,Frenchmans,7,0,0,0.0,0,0,0
SAL20954,Freshwater Creek,454,300,8,0.01762114537444934,0,0,0
SAL20955,Fryerstown,232,275,6,0.02586206896551724,0,0,0
SAL20956,Fulham,994,133,134,0.13480885311871227,0,0,0
SAL20957,Fumina,11,0,1,0.09090909090909091,0,0,0
SAL20958,Fumina South,65,230,1,0.015384615384615385,0,0,0
SAL20959,Fyans Creek,47,175,0,0.0,0,0,0
SAL20960,Fyansford,1206,485,127,0.10530679933665009,0,0,0
SAL20961,Gaffneys Creek,3,400,6,2.0,0,1,2
SAL20962,Gainsborough,61,125,0,0.0,0,0,0
SAL20963,Gannawarra,110,100,1,0.00909090909090909,0,0,0
SAL20964,Gapsted,156,256,17,0.10897435897435898,0,0,0
SAL20965,Gardenvale,1019,301,62,0.06084396467124632,0,10,1042
SAL20966,Garfield,2114,330,88,0.041627246925260174,1,4,1839
SAL20967,Garfield North,236,387,7,0.029661016949152543,0,0,0
SAL20968,Garibaldi,131,0,4,0.030534351145038167,0,0,0
SAL20969,Garvoc,248,200,10,0.04032258064516129,0,0,0
SAL20970,Gateway Island,0,0,5,0,0,1,120
SAL20971,Gatum,35,200,1,0.02857142857142857,0,0,0
SAL20972,Gazette,42,200,1,0.023809523809523808,0,0,0
SAL20973,Geelong,5811,370,2684,0.4618826363792807,1,50,5489
SAL20974,Geelong West,7345,350,682,0.09285228046289994,0.5,33,293
SAL20975,Gelantipy,23,125,0,0.0,0,1,4
SAL20976,Gellibrand,230,235,10,0.043478260869565216,0,0,0
SAL20977,Gellibrand Lower,19,438,1,0.05263157894736842,0,0,0
SAL20978,Gelliondale,43,300,3,0.06976744186046512,0,0,0
SAL20979,Gembrook,2559,360,106,0.041422430636967565,0,12,1584
SAL20980,Genoa,66,0,6,0.09090909090909091,0,2,204
SAL20981,Gentle Annie,0,0,9,0,0,0,0
SAL20982,Georges Creek,75,210,5,0.06666666666666667,0,0,0
SAL20983,Gerahmin,11,0,6,0.5454545454545454,0,0,0
SAL20984,Gerang Gerung,65,110,31,0.47692307692307695,0,0,0
SAL20985,Gerangamete,112,205,6,0.05357142857142857,0,0,0
SAL20986,Germania,17,200,0,0.0,0,0,0
SAL20987,Germantown,0,0,0,0,0,0,0
SAL20988,Gerrigerrup,31,250,0,0.0,0,0,0
SAL20989,Gherang,391,324,0,0.0,0,0,0
SAL20990,Gheringhap,132,460,6,0.045454545454545456,0,4,161
SAL20991,Ghin Ghin,64,0,4,0.0625,0,0,0
SAL20992,Giffard,73,255,2,0.0273972602739726,0,0,0
SAL20993,Giffard West,72,248,2,0.027777777777777776,0,0,0
SAL20994,Gil Gil,23,0,1,0.043478260869565216,0,0,0
SAL20995,Gilderoy,62,550,1,0.016129032258064516,0,0,0
SAL20996,Gillieston,45,210,6,0.13333333333333333,0,0,0
SAL20997,Gillum,0,0,0,0,0,0,0
SAL20998,Gipsy Point,31,90,0,0.0,0,2,104
SAL20999,Girgarre,563,180,24,0.04262877442273535,0,3,105
SAL21000,Girgarre East,143,275,4,0.027972027972027972,0,0,0
SAL21001,Gisborne,10142,423,438,0.043186748175902186,0,29,71
SAL21002,Gisborne South,854,462,55,0.06440281030444965,0,0,0
SAL21003,Gladfield,32,225,0,0.0,0,0,0
SAL21004,Gladstone Park,8213,381,365,0.04444173870692804,0,32,269
SAL21005,Gladysdale,423,300,7,0.016548463356973995,0,0,0
SAL21006,Glen Alvie,182,243,0,0.0,0,0,0
SAL21007,Glen Creek,59,210,0,0.0,0,0,0
SAL21008,Glen Forbes,118,308,0,0.0,0,5,341
SAL21009,Glen Huntly,4905,391,305,0.06218144750254842,1,5,5406
SAL21010,Glen Iris,26131,450,925,0.03539856874976082,3,64,3646
SAL21011,Glen Park,110,0,5,0.045454545454545456,0,0,0
SAL21012,Glen Valley,23,0,0,0.0,0,0,0
SAL21013,Glen Waverley,42642,480,2191,0.05138126729515501,2,180,3990
SAL21014,Glen Wills,4,0,0,0.0,0,0,0
SAL21015,Glenaire,33,0,0,0.0,0,0,0
SAL21016,Glenaladale,48,100,5,0.10416666666666667,0,0,0
SAL21017,Glenalbyn,21,280,10,0.47619047619047616,0,0,0
SAL21018,Glenaroua,208,275,7,0.03365384615384615,0,0,0
SAL21019,Glenbrae,30,275,0,0.0,0,0,0
SAL21020,Glenburn,443,320,28,0.06320541760722348,0,1,107
SAL21021,Glendaruel,49,515,0,0.0,0,0,0
SAL21022,Glendonald,12,0,2,0.16666666666666666,0,0,0
SAL21023,Glenfalloch,0,0,0,0,0,0,0
SAL21024,Glenfyne,131,125,4,0.030534351145038167,0,0,0
SAL21025,Glengarry,1113,270,28,0.025157232704402517,0,1,243
SAL21026,Glengarry North,215,225,5,0.023255813953488372,0,0,0
SAL21027,Glengarry West,155,250,7,0.04516129032258064,0,0,0
SAL21028,Glengower,15,0,0,0.0,0,0,0
SAL21029,Glenhope,66,162,2,0.030303030303030304,0,0,0
SAL21030,Glenhope East,17,100,0,0.0,0,0,0
SAL21031,Glenisla,23,34,6,0.2608695652173913,0,0,0
SAL21032,Glenlee,71,185,5,0.07042253521126761,0,0,0
SAL21033,Glenlofty,11,250,0,0.0,0,0,0
SAL21034,Glenlogie,29,0,0,0.0,0,0,0
SAL21035,Glenloth,7,100,0,0.0,0,1,84
SAL21036,Glenloth East,14,0,4,0.2857142857142857,0,0,0
SAL21037,Glenluce,17,0,2,0.11764705882352941,0,0,0
SAL21038,Glenlyon,431,306,3,0.0069605568445475635,0,0,0
SAL21039,Glenmaggie,279,250,30,0.10752688172043011,0,0,0
SAL21040,Glenmore,75,100,1,0.013333333333333334,0,0,0
SAL21041,Glenorchy,131,150,18,0.13740458015267176,0,2,50
SAL21042,Glenormiston North,63,100,0,0.0,0,0,0
SAL21043,Glenormiston South,123,220,9,0.07317073170731707,0,0,0
SAL21044,Glenpatrick,13,0,4,0.3076923076923077,0,0,0
SAL21045,Glenrowan,1049,280,35,0.03336510962821735,0,1,8
SAL21046,Glenrowan West,75,160,1,0.013333333333333334,0,0,0
SAL21047,Glenroy,23792,369,1623,0.06821620712844653,3,76,2569
SAL21048,Glenthompson,256,183,4,0.015625,0,2,100
SAL21049,Glomar Beach,21,0,0,0.0,0,0,0
SAL21050,Gnarwarre,297,390,2,0.006734006734006734,0,0,0
SAL21051,Gnotuk,120,130,2,0.016666666666666666,0,0,0
SAL21052,Gobarup,45,400,3,0.06666666666666667,0,0,0
SAL21053,Gobur,102,290,2,0.0196078431372549,0,0,0
SAL21054,Golden Beach,356,200,40,0.11235955056179775,0,1,12
SAL21055,Golden Gully,213,315,27,0.1267605633802817,0,0,0
SAL21056,Golden Point,2217,290,285,0.12855209742895804,0,0,0
SAL21057,Golden Point,102,300,285,2.7941176470588234,0,0,0
SAL21058,Golden Square,9220,295,713,0.07733188720173535,0,67,189
SAL21059,Goldie,253,345,0,0.0,0,0,0
SAL21060,Goldsborough,37,0,2,0.05405405405405406,0,0,0
SAL21061,Gong Gong,6,0,2,0.3333333333333333,0,0,0
SAL21062,Gonn Crossing,50,150,11,0.22,0,0,0
SAL21063,Goomalibee,91,200,4,0.04395604395604396,0,0,0
SAL21064,Goon Nure,137,200,3,0.021897810218978103,0,0,0
SAL21065,Goongerah,31,104,2,0.06451612903225806,0,0,0
SAL21066,Gooram,141,165,4,0.028368794326241134,0,0,0
SAL21067,Gooramadda,62,290,8,0.12903225806451613,0,0,0
SAL21068,Goorambat,269,190,12,0.04460966542750929,0,2,128
SAL21069,Goornong,718,245,40,0.055710306406685235,1,4,230
SAL21070,Gooroc,19,105,0,0.0,0,0,0
SAL21071,Gorae,236,460,1,0.00423728813559322,0,0,0
SAL21072,Gorae West,237,218,11,0.046413502109704644,0,0,0
SAL21073,Gordon,1393,320,49,0.035175879396984924,0,4,5
SAL21074,Gormandale,324,113,34,0.10493827160493827,0,1,38
SAL21075,Goroke,295,100,26,0.08813559322033898,0,1,10
SAL21076,Goschen,35,150,0,0.0,0,0,0
SAL21077,Goughs Bay,328,268,15,0.04573170731707317,0,0,0
SAL21078,Goulburn Weir,90,130,8,0.08888888888888889,0,0,0
SAL21079,Gowanbrae,2971,445,72,0.024234264557388085,0,16,113
SAL21080,Gowanford,8,0,0,0.0,0,0,0
SAL21081,Gowangardie,18,0,0,0.0,0,0,0
SAL21082,Gowar East,23,0,0,0.0,0,0,0
SAL21083,Gower,45,300,0,0.0,0,0,0
SAL21084,Grahamvale,685,160,28,0.040875912408759124,0,0,0
SAL21085,Grampians,0,0,0,0,0,0,0
SAL21086,Grand Ridge,10,0,4,0.4,0,0,0
SAL21087,Grangefields,132,480,0,0.0,0,0,0
SAL21088,Granite Rock,261,0,7,0.02681992337164751,0,0,0
SAL21089,Grantville,1168,300,94,0.08047945205479452,0,10,365
SAL21090,Granya,88,330,4,0.045454545454545456,0,1,10
SAL21091,Grassdale,54,0,5,0.09259259259259259,0,0,0
SAL21092,Grassmere,385,295,17,0.04415584415584416,0,0,0
SAL21093,Grays Bridge,0,0,0,0,0,0,0
SAL21094,Graytown,60,169,0,0.0,0,0,0
SAL21095,Gre Gre,10,0,1,0.1,0,0,0
SAL21096,Gre Gre North,13,50,0,0.0,0,0,0
SAL21097,Gre Gre South,19,0,0,0.0,0,0,0
SAL21098,Great Western,425,200,66,0.15529411764705883,0,4,318
SAL21099,Gredgwin,13,0,0,0.0,0,1,44
SAL21100,Green Gully,71,163,3,0.04225352112676056,0,0,0
SAL21101,Greendale,623,375,31,0.04975922953451043,0,0,0
SAL21102,Greenhill,60,380,2,0.03333333333333333,0,0,0
SAL21103,Greens Creek,52,0,2,0.038461538461538464,0,0,0
SAL21104,Greensborough,21070,404,1047,0.04969150450878026,1,96,2705
SAL21105,Greenvale,21274,430,724,0.03403215192253455,0,66,181
SAL21106,Greenwald,58,150,2,0.034482758620689655,0,0,0
SAL21107,Grenville,113,0,6,0.05309734513274336,0,0,0
SAL21108,Greta,86,250,2,0.023255813953488372,0,0,0
SAL21109,Greta South,131,205,1,0.007633587786259542,0,0,0
SAL21110,Greta West,157,215,13,0.08280254777070063,0,0,0
SAL21111,Grey River,4,0,0,0.0,0,0,0
SAL21112,Gringegalgona,44,200,0,0.0,0,0,0
SAL21113,Gritjurk,61,0,0,0.0,0,0,0
SAL21114,Grovedale,14869,350,848,0.05703140762660569,0,89,837
SAL21115,Gruyere,966,296,27,0.027950310559006212,0,0,0
SAL21116,Guildford,330,250,7,0.021212121212121213,0,2,136
SAL21117,Gunbower,578,185,26,0.04498269896193772,0,4,152
SAL21118,Gundowring,208,250,0,0.0,0,0,0
SAL21119,Gunyah,0,0,0,0,0,0,0
SAL21120,Guys Forest,20,0,1,0.05,0,0,0
SAL21121,Guys Hill,388,0,9,0.023195876288659795,0,0,0
SAL21122,Gymbowen,60,90,0,0.0,0,1,10
SAL21123,Haddon,1276,400,15,0.011755485893416929,0,2,35
SAL21124,Hadfield,6269,370,418,0.06667730100494497,0,46,202
SAL21125,Hallam,11355,361,797,0.07018934390136504,1,57,3515
SAL21126,Hallora,136,314,2,0.014705882352941176,0,0,0
SAL21127,Halls Gap,495,250,46,0.09292929292929293,0,9,244
SAL21128,Hallston,157,1300,3,0.01910828025477707,0,0,0
SAL21129,Hamilton,10346,235,825,0.07974096269089503,0,70,469
SAL21130,Hamlyn Heights,6518,345,276,0.04234427738570114,0,39,234
SAL21131,Hampton,13518,500,706,0.05222666074863146,1,68,3461
SAL21132,Hampton East,5069,400,431,0.08502663247188795,0.5,15,253
SAL21133,Hampton Park,26082,351,1453,0.055708918027758604,0,104,588
SAL21134,Hansonville,155,275,0,0.0,0,0,0
SAL21135,Happy Valley,87,150,3,0.034482758620689655,0,0,0
SAL21136,Happy Valley,75,218,3,0.04,0,0,0
SAL21137,Harcourt,1038,305,31,0.029865125240847785,0,8,56
SAL21138,Harcourt North,291,285,10,0.03436426116838488,0,1,10
SAL21139,Harkaway,1011,375,58,0.057368941641938676,0,0,0
SAL21140,Harkness,12463,350,0,0.0,0,5,109
SAL21141,Harmers Haven,62,200,1,0.016129032258064516,0,0,0
SAL21142,Harrietville,488,290,7,0.014344262295081968,0,1,14
SAL21143,Harrow,184,85,6,0.03260869565217391,0,0,0
SAL21144,Harston,167,230,3,0.017964071856287425,0,0,0
SAL21145,Hastings,10369,320,1270,0.12248047063361944,1,28,480
SAL21146,Hattah,27,0,3,0.1111111111111111,0,1,84
SAL21147,Havelock,83,230,4,0.04819277108433735,0,0,0
SAL21148,Haven,1443,303,28,0.019404019404019403,0,0,0
SAL21149,Havilah,22,0,0,0.0,0,0,0
SAL21150,Hawkesdale,311,180,5,0.01607717041800643,0,2,35
SAL21151,Hawkhurst,6,0,1,0.16666666666666666,0,0,0
SAL21152,Hawthorn,22322,400,1384,0.062001612758713374,2,64,5691
SAL21153,Hawthorn East,14834,415,733,0.04941350950519078,1.5,45,4477
SAL21154,Hazel Park,55,200,3,0.05454545454545454,0,0,0
SAL21155,Hazelwood,189,203,20,0.10582010582010581,0,0,0
SAL21156,Hazelwood North,1552,235,64,0.041237113402061855,0,7,5
SAL21157,Hazelwood South,289,0,7,0.02422145328719723,0,0,0
SAL21158,Healesville,7589,350,417,0.054947950981684014,0,38,152
SAL21159,Heath Hill,189,250,2,0.010582010582010581,0,0,0
SAL21160,Heathcote,2962,255,275,0.09284267386900742,0,10,215
SAL21161,Heathcote Junction,811,325,65,0.08014796547472257,1,1,1362
SAL21162,Heathcote South,22,320,1,0.045454545454545456,0,0,0
SAL21163,Heatherton,2826,471,161,0.05697098372257608,0,36,251
SAL21164,Heathmere,238,200,5,0.02100840336134454,0,1,5
SAL21165,Heathmont,9933,400,288,0.028994261552401087,1,18,2902
SAL21166,Hedley,108,190,20,0.18518518518518517,0,0,0
SAL21167,Heidelberg,7360,400,1300,0.1766304347826087,1,25,3002
SAL21168,Heidelberg Heights,6758,381,656,0.09707013909440664,0,51,744
SAL21169,Heidelberg West,5252,306,971,0.18488194973343489,0.5,48,299
SAL21170,Hensley Park,75,231,2,0.02666666666666667,0,0,0
SAL21171,Henty,75,0,2,0.02666666666666667,0,0,0
SAL21172,Hepburn,631,350,11,0.017432646592709985,0,5,37
SAL21173,Hepburn Springs,368,341,16,0.043478260869565216,0,3,32
SAL21174,Herne Hill,3507,270,157,0.044767607641859136,0,16,267
SAL21175,Hernes Oak,365,100,21,0.057534246575342465,0,0,0
SAL21176,Hesket,178,200,5,0.028089887640449437,0,0,0
SAL21177,Hesse,14,200,4,0.2857142857142857,0,0,0
SAL21178,Hexham,130,175,3,0.023076923076923078,0,2,15
SAL21179,Heyfield,2050,210,194,0.09463414634146342,0,3,123
SAL21180,Heytesbury Lower,39,100,3,0.07692307692307693,0,0,0
SAL21181,Heywood,1815,180,177,0.09752066115702479,0,5,140
SAL21182,Hiamdale,36,0,0,0.0,0,0,0
SAL21183,Hiawatha,18,200,4,0.2222222222222222,0,0,0
SAL21184,High Camp,122,300,14,0.11475409836065574,0,0,0
SAL21185,Highett,12016,430,765,0.06366511318242343,1,53,4743
SAL21186,Highlands,151,158,42,0.2781456953642384,0,0,0
SAL21187,Highton,20736,360,537,0.02589699074074074,0,73,242
SAL21188,Hilgay,29,222,1,0.034482758620689655,0,0,0
SAL21189,Hill End,171,300,4,0.023391812865497075,0,0,0
SAL21190,Hillcrest,99,0,1,0.010101010101010102,0,0,0
SAL21191,Hilldene,330,250,5,0.015151515151515152,0,0,0
SAL21192,Hillside,290,385,673,2.320689655172414,0,0,0
SAL21193,Hillside,17331,380,673,0.03883215048179563,0,0,0
SAL21194,Hinnomunjie,21,0,0,0.0,0,0,0
SAL21195,Hmas Cerberus,1124,260,2,0.0017793594306049821,0,0,0
SAL21196,Hoddles Creek,676,365,36,0.05325443786982249,0,0,0
SAL21197,Hollands Landing,28,100,4,0.14285714285714285,0,0,0
SAL21198,Homebush,31,195,0,0.0,0,0,0
SAL21199,Homerton,36,0,1,0.027777777777777776,0,0,0
SAL21200,Homewood,70,323,2,0.02857142857142857,0,0,0
SAL21201,Hopetoun,694,150,27,0.03890489913544669,0,4,57
SAL21202,Hopetoun Park,914,375,20,0.02188183807439825,0,0,0
SAL21203,Hoppers Crossing,37216,340,2659,0.07144776440240756,1,184,3008
SAL21204,Hordern Vale,44,228,2,0.045454545454545456,0,0,0
SAL21205,Horfield,93,183,10,0.10752688172043011,0,0,0
SAL21206,Horsham,15134,245,2222,0.14682172591515794,1,123,699
SAL21207,Hotham Heights,128,470,0,0.0,0,2,28
SAL21208,Hotspur,34,150,1,0.029411764705882353,0,0,0
SAL21209,Howes Creek,67,238,1,0.014925373134328358,0,0,0
SAL21210,Howitt Plains,0,0,0,0,0,0,0
SAL21211,Howqua,158,0,12,0.0759493670886076,0,0,0
SAL21212,Howqua Hills,5,0,0,0.0,0,0,0
SAL21213,Howqua Inlet,63,294,3,0.047619047619047616,0,2,1
SAL21214,Hughesdale,7563,416,408,0.0539468464894883,1,36,6096
SAL21215,Humevale,352,330,10,0.028409090909090908,0,10,90
SAL21216,Hunter,23,0,0,0.0,0,0,0
SAL21217,Hunterston,20,150,0,0.0,0,0,0
SAL21218,Huntingdale,1949,400,136,0.06977937403796819,0,9,544
SAL21219,Huntly,3585,360,191,0.053277545327754534,1,27,324
SAL21220,Huntly North,46,220,5,0.10869565217391304,0,0,0
SAL21221,Huon,206,253,2,0.009708737864077669,0,0,0
SAL21222,Huon Creek,320,460,0,0.0,0,0,0
SAL21223,Hurstbridge,3554,420,121,0.03404614518851998,1,3,1698
SAL21224,Icy Creek,28,250,0,0.0,0,0,0
SAL21225,Iguana Creek,51,198,0,0.0,0,0,0
SAL21226,Illabarook,41,250,1,0.024390243902439025,0,0,0
SAL21227,Illawarra,80,300,2,0.025,0,0,0
SAL21228,Illowa,304,380,11,0.03618421052631579,0,2,34
SAL21229,Indented Head,1391,346,41,0.029475197699496764,0,22,108
SAL21230,Indigo Valley,346,235,50,0.14450867052023122,0,0,0
SAL21231,Inglewood,886,200,54,0.060948081264108354,0,4,65
SAL21232,Ingliston,96,400,6,0.0625,0,0,0
SAL21233,Invergordon,601,230,21,0.03494176372712146,0,0,0
SAL21234,Inverleigh,1746,300,25,0.0143184421534937,0,1,2
SAL21235,Inverloch,6526,346,268,0.04106650321789764,0,23,412
SAL21236,Invermay,900,325,28,0.03111111111111111,0,0,0
SAL21237,Invermay Park,1692,340,71,0.04196217494089834,0,15,105
SAL21238,Iona,240,250,27,0.1125,0,0,0
SAL21239,Iraak,118,192,4,0.03389830508474576,0,0,0
SAL21240,Irishtown,16,0,0,0.0,0,0,0
SAL21241,Ironbark,1163,275,113,0.09716251074806535,0,16,117
SAL21242,Irrewarra,365,238,14,0.038356164383561646,0,0,0
SAL21243,Irrewillipe,100,229,3,0.03,0,0,0
SAL21244,Irrewillipe East,84,238,2,0.023809523809523808,0,0,0
SAL21245,Irymple,5977,260,325,0.054375104567508784,0,20,42
SAL21246,Ivanhoe,13374,430,696,0.05204127411395244,2,59,2607
SAL21247,Ivanhoe East,3762,451,91,0.024189261031366295,0.5,14,335
SAL21248,Jacana,2187,335,191,0.08733424782807499,0,15,1002
SAL21249,Jack River,161,228,1,0.006211180124223602,0,0,0
SAL21250,Jackass Flat,1907,340,203,0.10644992134242265,0,8,89
SAL21251,Jacob Creek,28,0,0,0.0,0,0,0
SAL21252,Jam Jerrup,106,231,8,0.07547169811320754,0,2,340
SAL21253,Jamieson,382,200,33,0.08638743455497382,0,1,2
SAL21254,Jan Juc,4151,473,110,0.026499638641291255,0,20,236
SAL21255,Jancourt,16,150,5,0.3125,0,0,0
SAL21256,Jancourt East,185,241,5,0.02702702702702703,0,0,0
SAL21257,Jarklin,49,0,2,0.04081632653061224,0,0,0
SAL21258,Jarrahmond,117,238,9,0.07692307692307693,0,0,0
SAL21259,Jarvis Creek,46,100,1,0.021739130434782608,0,0,0
SAL21260,Jeeralang,76,0,2,0.02631578947368421,0,0,0
SAL21261,Jeeralang Junction,584,250,10,0.017123287671232876,0,0,0
SAL21262,Jeetho,124,295,3,0.024193548387096774,0,0,0
SAL21263,Jeffcott,34,0,1,0.029411764705882353,0,0,0
SAL21264,Jeffcott North,18,100,1,0.05555555555555555,0,0,0
SAL21265,Jeparit,476,120,44,0.09243697478991597,0,1,4
SAL21266,Jericho,0,0,0,0,0,0,0
SAL21267,Jeruk,6,0,0,0.0,0,0,0
SAL21268,Jil Jil,17,0,0,0.0,0,0,0
SAL21269,Jindivick,584,381,54,0.09246575342465753,0,0,0
SAL21270,Joel Joel,17,160,0,0.0,0,0,0
SAL21271,Joel South,26,75,0,0.0,0,0,0
SAL21272,Johanna,85,200,2,0.023529411764705882,0,0,0
SAL21273,Johnsonville,326,325,17,0.05214723926380368,0,3,556
SAL21274,Joyces Creek,20,0,0,0.0,0,0,0
SAL21275,Jumbuk,42,138,0,0.0,0,0,0
SAL21276,Jumbunna,150,225,2,0.013333333333333334,0,0,0
SAL21277,Junction Village,1051,326,43,0.04091341579448145,0,8,335
SAL21278,Jungaburra,0,0,0,0,0,0,0
SAL21279,Junortoun,3862,380,79,0.02045572242361471,0,15,34
SAL21280,Kaarimba,93,200,6,0.06451612903225806,0,2,85
SAL21281,Kadnook,41,290,4,0.0975609756097561,0,0,0
SAL21282,Kalimna,1350,280,128,0.09481481481481481,0,13,558
SAL21283,Kalimna West,161,225,17,0.10559006211180125,0,2,270
