stop_id,SAL
"﻿""10311""",Malvern
10371,Armadale
1083,Maribyrnong
11285,Armadale
1185,Malvern East
12599,Armadale
1291,Malvern East
1292,Coburg
13401,Prahran
13995,Maribyrnong
14033,Prahran
14614,Prahran
14728,Prahran
15559,Maribyrnong
15699,Prahran
1575,Malvern East
16610,Prahran
16713,Coburg
16714,Coburg
16715,Coburg
16716,Coburg
16717,Coburg
16718,Prahran
16719,Brunswick
16720,Brunswick
16721,Brunswick
16722,Brunswick
16723,Brunswick
16724,Brunswick
16725,Brunswick
16726,Brunswick
16727,Brunswick
16728,Brunswick
16730,Parkville
16731,Parkville
16732,Parkville
16733,Parkville
16734,Parkville
16735,Parkville
16736,Parkville
16738,Prahran
16739,Prahran
16740,Prahran
16741,Prahran
16742,Armadale
16743,Armadale
16744,Armadale
16745,Armadale
16746,Armadale
16747,Malvern
16748,Malvern
16749,Malvern
16750,Malvern
16751,Glen Iris
16752,Glen Iris
16753,Glen Iris
16754,Glen Iris
16755,Glen Iris
16757,Glen Iris
16758,Glen Iris
16759,Glen Iris
16760,Glen Iris
16761,Glen Iris
16762,Glen Iris
16764,Malvern
16765,Malvern
16766,Malvern
16767,Malvern
16768,Armadale
16769,Armadale
16770,Armadale
16771,Armadale
16772,Armadale
16773,Armadale
16774,Prahran
16775,Prahran
16776,Prahran
16777,Prahran
16778,Prahran
1696,Malvern East
17306,Coburg North
17307,Coburg North
17308,Coburg North
17309,Coburg North
17310,Coburg
17311,Coburg
17312,Coburg
17313,Coburg
17314,Coburg
17315,Coburg
17316,Coburg
17317,Coburg
17318,Coburg
17319,Brunswick
17320,Brunswick
17321,Brunswick
17322,Brunswick
17323,Brunswick
17324,Brunswick
17325,Brunswick
17327,Brunswick
17329,Parkville
17330,Parkville
17331,Parkville
17332,Parkville
17333,Parkville
17334,Parkville
17335,Parkville
17602,Prahran
17603,Prahran
17604,Windsor
17605,Windsor
17606,Windsor
1784,Coburg
17861,North Melbourne
17868,Parkville
17878,Fitzroy
17880,Fitzroy
1789,Malvern East
17892,East Melbourne
17894,Fitzroy
17895,East Melbourne
17896,East Melbourne
17897,East Melbourne
17915,East Melbourne
17917,Maribyrnong
17918,Maribyrnong
17919,Maribyrnong
17920,Maribyrnong
17921,Maidstone
17922,Maribyrnong
17923,Maribyrnong
17924,Maribyrnong
17925,Maribyrnong
17926,Maribyrnong
17927,Footscray
17928,Footscray
17929,Footscray
17930,Footscray
17931,Footscray
17932,Footscray
17933,Footscray
17934,Footscray
17935,Moonee Ponds
17936,Moonee Ponds
17937,Moonee Ponds
17938,Moonee Ponds
17940,Moonee Ponds
17941,Moonee Ponds
17942,Moonee Ponds
17944,Maribyrnong
17945,Ascot Vale
17946,Ascot Vale
17948,Ascot Vale
17949,Ascot Vale
17950,Ascot Vale
17951,Ascot Vale
17952,Flemington
17953,Flemington
17954,Flemington
17955,Flemington
17956,Flemington
17957,Flemington
17958,North Melbourne
17959,North Melbourne
17961,North Melbourne
18006,East Melbourne
18009,East Melbourne
18037,Docklands
18038,Docklands
18039,Docklands
18040,Docklands
18050,Carlton
18051,Fitzroy
18052,Docklands
18053,Docklands
18054,Docklands
18055,Docklands
18056,Docklands
18058,North Melbourne
18059,North Melbourne
18060,North Melbourne
18061,North Melbourne
18064,Parkville
18065,Parkville
18066,Parkville
18067,Parkville
18068,Parkville
18069,Brunswick West
18071,Brunswick West
18072,Brunswick West
18075,Brunswick
18076,Brunswick West
18077,Brunswick West
18078,Brunswick West
18079,Brunswick West
18081,Brunswick West
18083,Pascoe Vale South
18084,Pascoe Vale South
18085,Pascoe Vale South
18086,Pascoe Vale South
18093,East Melbourne
18094,East Melbourne
18095,East Melbourne
18097,East Melbourne
18099,Richmond
18100,East Melbourne
18102,East Melbourne
18103,East Melbourne
18179,Southbank
18180,Docklands
18181,Docklands
18182,Docklands
18183,Docklands
18184,Southbank
18185,Southbank
18197,Southbank
18203,West Melbourne
18204,West Melbourne
18205,North Melbourne
18206,North Melbourne
18215,Southbank
18217,South Melbourne
18218,Southbank
18219,South Melbourne
18221,South Melbourne
18222,Southbank
18223,South Melbourne
18224,Southbank
18225,Southbank
18226,Southbank
18227,Southbank
18229,Southbank
18230,Southbank
18231,Southbank
18232,Southbank
18233,Southbank
18341,Hawthorn
18342,Hawthorn
18343,Hawthorn
18347,Kew
18348,Kew
18349,Kew
18350,Kew
18351,Kew
18352,Kew
18353,Kew East
18354,Kew East
18355,Kew East
18356,Kew East
18357,Kew
18359,Balwyn North
18360,Balwyn North
18361,Balwyn North
18362,Balwyn North
18363,Balwyn North
18364,Elwood
18365,Elwood
18367,Elwood
18368,Elwood
18369,Elwood
18370,St Kilda East
18371,Elsternwick
18372,Elsternwick
18373,Elsternwick
18374,Elsternwick
18375,Elsternwick
18376,Elsternwick
18392,Elsternwick
18393,Caulfield
18394,Caulfield
18395,Caulfield
18396,Caulfield
18397,Caulfield
18398,Caulfield
18399,Caulfield
18400,Caulfield
18401,Caulfield
18403,Glen Huntly
18404,Glen Huntly
18405,Glen Huntly
18406,Carnegie
18407,Carnegie
18408,Carnegie
18409,Carnegie
18410,Carnegie
18411,Carnegie
18412,Brighton East
18413,Brighton East
18414,Brighton East
18415,Brighton East
18416,Brighton East
18417,Brighton East
18418,Caulfield South
18419,Caulfield South
18420,Caulfield South
18421,Caulfield South
18422,Caulfield South
18423,Caulfield South
18424,Caulfield
18425,Caulfield
18426,Caulfield
18427,Caulfield North
18428,Caulfield North
18429,Caulfield North
18430,Caulfield North
18431,Caulfield North
18432,Caulfield North
18437,Armadale
18438,Armadale
18439,Armadale
18441,Armadale
18443,Armadale
18444,Prahran
18445,Prahran
18446,Prahran
18447,St Kilda East
18448,Windsor
18449,Windsor
18450,Southbank
18451,Malvern East
18452,Malvern East
18453,Malvern East
18454,Malvern East
18455,Malvern East
18456,Caulfield East
18457,Caulfield East
18459,Caulfield East
18460,Caulfield East
18461,Caulfield East
18462,Caulfield North
18463,Caulfield North
18464,Caulfield North
18468,Caulfield North
18479,Surrey Hills
18481,South Melbourne
18482,South Melbourne
18483,South Melbourne
18484,South Melbourne
18485,Ascot Vale
18486,Maribyrnong
18487,Maribyrnong
18488,Maribyrnong
18489,Maribyrnong
18490,Maribyrnong
18491,Maribyrnong
18492,Maribyrnong
18493,Maribyrnong
18494,Maidstone
18495,Maribyrnong
18496,Maribyrnong
18497,Maribyrnong
18498,Maribyrnong
18499,Maribyrnong
18500,Footscray
18501,Footscray
18505,Footscray
18506,Footscray
18507,Footscray
18508,Footscray
18509,Footscray
18511,Moonee Ponds
18512,Moonee Ponds
18513,Moonee Ponds
18515,Moonee Ponds
18516,Ascot Vale
18517,Moonee Ponds
18518,Ascot Vale
18519,Ascot Vale
18520,Ascot Vale
18521,Ascot Vale
18522,Ascot Vale
18524,Ascot Vale
18525,Flemington
18526,Flemington
18527,Flemington
18528,Flemington
18529,Kensington
18530,Flemington
18531,Kensington
18532,Flemington
18533,North Melbourne
18536,North Melbourne
18538,North Melbourne
18539,North Melbourne
18540,North Melbourne
18541,North Melbourne
18544,Parkville
18545,Parkville
18546,Parkville
18547,Parkville
18548,Parkville
18550,Brunswick West
18551,Brunswick West
18553,Brunswick
18554,Brunswick West
18555,Brunswick West
18556,Brunswick West
18557,Brunswick West
18560,Brunswick West
18563,Pascoe Vale South
18564,Pascoe Vale South
18566,Balwyn North
18567,Balwyn North
18568,Balwyn North
18569,Balwyn North
18570,Balwyn North
18571,Balwyn North
18573,South Melbourne
18574,Kew East
18575,Kew East
18576,Kew East
18577,Kew East
18578,Kew East
18579,Kew East
18580,Kew
18581,Kew
18582,Kew
18583,Kew
18584,Kew
18588,Hawthorn
18589,Hawthorn
18591,Richmond
18592,Richmond
18593,Richmond
18594,Richmond
18595,Richmond
18596,Richmond
18597,Richmond
18598,Richmond
18599,Richmond
18601,Cremorne
18602,Cremorne
18603,Richmond
18605,South Yarra
18606,South Yarra
18607,South Yarra
18608,South Yarra
18609,Prahran
18610,Prahran
18611,Prahran
18612,Windsor
18613,Windsor
18614,St Kilda East
18615,St Kilda
18616,St Kilda East
18617,St Kilda East
18618,St Kilda East
18619,Balaclava
18620,St Kilda
18621,St Kilda
18622,St Kilda
18623,St Kilda
18624,St Kilda
18625,St Kilda
18632,Balaclava
18633,Balaclava
18634,Balaclava
18635,St Kilda East
18636,Caulfield North
18637,Caulfield North
18638,Caulfield North
18639,Caulfield North
18640,Caulfield North
18641,Caulfield North
18645,Caulfield North
18646,Caulfield North
18647,Caulfield North
18648,Caulfield North
18649,Caulfield North
18650,Caulfield North
18651,Caulfield East
18652,Caulfield North
18653,Malvern East
18654,Malvern East
18655,Malvern East
18656,Malvern East
18657,Malvern East
18658,South Melbourne
18659,Albert Park
18660,Albert Park
18661,Albert Park
18662,Albert Park
18663,Albert Park
18699,South Yarra
18700,South Yarra
18703,South Yarra
18704,South Yarra
18705,South Yarra
18706,South Yarra
18707,Toorak
18708,Toorak
18709,Toorak
18710,Balwyn
18712,Brunswick
18713,Brunswick East
18714,Brunswick East
18715,Brunswick East
18716,Brunswick East
18717,Brunswick East
18718,Brunswick East
18719,Brunswick East
18720,Brunswick East
18721,Brunswick
18722,Coburg
18723,Coburg
18724,Coburg
18725,Coburg
18726,Coburg
18727,Coburg
18728,Coburg
18729,Coburg
18730,Coburg
18732,Balwyn
18733,Balwyn
18734,Balwyn
18735,Balwyn
18736,Balwyn
18737,Balwyn
18738,Mont Albert
18781,Toorak
18782,Toorak
18783,Toorak
18784,Toorak
18785,Toorak
18786,Toorak
18789,Carlton
18790,Carlton
18791,Carlton North
18792,Carlton North
18793,Carlton North
18794,Carlton North
18795,Carlton North
18899,South Yarra
18918,South Yarra
18923,South Yarra
18931,South Yarra
18933,South Yarra
18934,South Yarra
18935,South Yarra
18936,South Yarra
18937,South Yarra
18938,Toorak
18939,Toorak
18940,Toorak
18941,Toorak
18942,Toorak
18943,Toorak
18944,Toorak
18945,Toorak
18946,Toorak
18947,Malvern
18948,Malvern
18949,Malvern
18950,Malvern
18951,Malvern
18952,Malvern
18953,Malvern
18954,Hawthorn East
18955,Hawthorn East
18956,Hawthorn East
18957,Glen Iris
18958,Hawthorn East
18959,Hawthorn East
18960,Hawthorn East
18961,Hawthorn East
18962,Hawthorn East
18964,Hawthorn East
18965,Hawthorn East
18966,Hawthorn East
18967,Hawthorn East
18968,Hawthorn East
18969,Hawthorn East
18970,Hawthorn East
18971,Kew
18972,Kew
18973,Balaclava
18974,Balaclava
18975,Balaclava
18976,Balaclava
18977,Balaclava
18978,Balaclava
18979,Balaclava
18980,Elsternwick
18981,Elsternwick
18982,Elsternwick
18983,Elsternwick
18984,Elsternwick
18985,Elsternwick
18986,Elsternwick
18987,Caulfield
19000,Brighton East
19001,Brighton East
19002,Brighton East
19003,Brighton East
19004,Brighton East
19005,Caulfield South
19006,Caulfield South
19007,Caulfield South
19008,Caulfield South
19009,Caulfield South
19010,Caulfield
19011,Caulfield
19012,Caulfield North
19013,Caulfield North
19014,Caulfield North
19015,Caulfield North
19016,Caulfield North
19017,Caulfield North
19018,Caulfield North
19019,Caulfield North
19023,Armadale
19024,Armadale
19025,Armadale
19027,Armadale
19028,Prahran
19029,St Kilda East
19030,St Kilda East
19031,Prahran
19032,Windsor
19033,Windsor
19034,Windsor
19035,Windsor
19036,Kew
19037,Balwyn
19038,Camberwell
19039,Canterbury
19040,Camberwell
19041,Camberwell
19042,Camberwell
19043,Camberwell
19044,Camberwell
19046,Camberwell
19047,Camberwell
19048,Camberwell
19049,Camberwell
19050,Camberwell
19051,Camberwell
19052,Glen Iris
19053,Glen Iris
19054,Glen Iris
19056,Glen Iris
19057,Glen Iris
19058,Glen Iris
19059,Glen Iris
19060,Malvern
19061,Malvern
19062,Malvern
19063,Malvern
19064,Armadale
19065,Malvern
19066,Toorak
19067,Toorak
19068,Toorak
19069,Toorak
19070,Caulfield
19071,Caulfield
19072,Caulfield
19073,Caulfield
19074,Caulfield
19075,Caulfield
19076,Caulfield East
19077,Caulfield East
19078,Caulfield East
19079,Caulfield South
19081,Caulfield East
19082,Carnegie
19083,Carnegie
19084,Carnegie
19085,Carnegie
19086,Carnegie
19087,Richmond
19088,Richmond
19089,Richmond
19090,Richmond
19091,Richmond
19092,Richmond
19093,Richmond
19094,Richmond
19095,Richmond
19096,Richmond
19097,Richmond
19098,Richmond
19100,South Yarra
19101,South Yarra
19102,South Yarra
19103,South Yarra
19104,South Yarra
19105,Prahran
19106,Prahran
19107,Prahran
19108,Prahran
19109,Prahran
19110,St Kilda East
19111,St Kilda East
19112,St Kilda East
19113,St Kilda East
19115,St Kilda
19116,St Kilda
19118,St Kilda
19119,St Kilda
19123,Toorak
19124,Toorak
19125,Toorak
19126,South Yarra
19127,Prahran
19128,Prahran
19129,Prahran
19130,Prahran
19131,Prahran
19132,Prahran
19133,Prahran
19135,St Kilda
19136,St Kilda
19250,North Melbourne
19251,North Melbourne
19253,Parkville
19256,North Melbourne
19259,North Melbourne
19260,Flemington
19261,Flemington
19262,Flemington
19263,Flemington
19264,Ascot Vale
19265,Ascot Vale
19266,Ascot Vale
19267,Moonee Ponds
19268,Moonee Ponds
19269,Moonee Ponds
19270,Moonee Ponds
19271,Moonee Ponds
19272,Moonee Ponds
19274,Essendon
19275,Essendon
19276,Essendon
19277,Essendon
19278,Richmond
19279,Richmond
19280,Richmond
19281,Richmond
19282,Richmond
19283,Burnley
19295,Burnley
19296,Burnley
19297,Burnley
19298,Burnley
19299,Hawthorn
19300,Hawthorn
19301,Hawthorn
19302,Hawthorn
19303,Hawthorn
19304,Southbank
19306,South Melbourne
19307,South Melbourne
19308,South Melbourne
19309,South Melbourne
19310,South Melbourne
19311,Albert Park
19312,Albert Park
19313,Albert Park
19314,Albert Park
19322,South Yarra
19323,South Yarra
19325,South Yarra
19326,South Yarra
19327,South Yarra
19328,South Yarra
19329,South Yarra
19330,Toorak
19331,Toorak
19332,Toorak
19333,Toorak
19334,Toorak
19335,Toorak
19336,Toorak
19338,Toorak
19340,Carlton
19341,Carlton
19342,Carlton North
19343,Carlton North
19344,Carlton North
19345,Carlton North
19346,Carlton North
19348,Brunswick
19349,Brunswick East
19350,Brunswick East
19351,Brunswick East
19352,Brunswick East
19353,Brunswick East
19354,Brunswick East
19355,Brunswick East
19356,Brunswick East
19357,Coburg
19358,Brunswick
19359,Coburg
19360,Coburg
19361,Coburg
19362,Coburg
19363,Coburg
19364,Coburg
19365,Coburg
19366,Coburg
19367,Coburg
19368,Coburg
19369,South Melbourne
19370,South Melbourne
19371,Port Melbourne
19372,Port Melbourne
19374,Fitzroy
19376,Essendon
19377,Collingwood
19379,Collingwood
19381,Abbotsford
19382,Abbotsford
19383,Abbotsford
19384,Richmond
19385,Abbotsford
19386,Richmond
19387,Richmond
19389,Kew
19391,Kew
19393,Kew
19394,Kew
19395,Kew
19396,Kew
19397,Kew
19398,Kew
19399,Kew
19400,Kew
19401,Kew
19402,Kew
19403,Kew
19404,Kew
19405,Balwyn
19406,Balwyn
19407,Balwyn
19408,Balwyn
19409,Balwyn
19410,Balwyn
19411,Balwyn
19412,Surrey Hills
19413,Balwyn
19414,Balwyn
19416,Mont Albert
19417,Mont Albert
19418,Box Hill
19419,Box Hill
19421,Surrey Hills
19422,Surrey Hills
19423,Surrey Hills
19424,Surrey Hills
19425,Surrey Hills
19426,Surrey Hills
19427,Surrey Hills
19428,Surrey Hills
19429,Surrey Hills
19430,Camberwell
19431,Canterbury
19432,Canterbury
19433,Camberwell
19434,Camberwell
19435,Canterbury
19436,Canterbury
19438,Camberwell
19439,Camberwell
19440,Camberwell
19441,Camberwell
19442,Hawthorn East
19443,Hawthorn East
19444,Hawthorn East
19445,Hawthorn East
19446,Hawthorn East
19447,Hawthorn
19448,Hawthorn
19449,Hawthorn
19450,Hawthorn
19451,Hawthorn
19452,Hawthorn
19454,Hawthorn
19456,Burnley
19457,Burnley
19458,Burnley
19459,Richmond
19460,Richmond
19461,Richmond
19462,Richmond
19463,Richmond
19464,Richmond
19465,Richmond
19466,Cremorne
19467,Essendon
19468,Essendon
19469,Essendon
19470,Essendon
19471,Essendon North
19472,Essendon North
19473,Essendon North
19475,Niddrie
19477,Niddrie
19478,Airport West
19479,Airport West
19480,Airport West
19481,Airport West
19482,Airport West
19489,Carlton
19491,Carlton
19492,Carlton
19500,Southbank
19502,Southbank
19560,South Melbourne
19561,South Melbourne
19562,South Melbourne
19563,South Melbourne
19565,St Kilda
19566,St Kilda
19567,St Kilda
19568,St Kilda
19569,St Kilda
19589,North Melbourne
19590,North Melbourne
19591,North Melbourne
19594,North Melbourne
19595,North Melbourne
19597,North Melbourne
19598,Flemington
19599,Flemington
19600,Travancore
19601,Flemington
19602,Ascot Vale
19603,Ascot Vale
19604,Ascot Vale
19605,Ascot Vale
19606,Moonee Ponds
19608,Moonee Ponds
19609,Moonee Ponds
19623,Moonee Ponds
19624,Moonee Ponds
19625,Moonee Ponds
19626,Essendon
19627,Essendon
19628,Essendon
19657,Essendon
19658,Essendon
19659,Essendon
19660,Essendon
19661,Essendon
19662,Essendon
19663,Essendon
19664,Essendon
19665,Essendon North
19666,Essendon
19667,Essendon
19669,Essendon
19670,Niddrie
19671,Airport West
19672,Airport West
19673,Airport West
19674,Airport West
19675,Airport West
19681,Southbank
19684,Southbank
19690,St Kilda
19693,Carlton
19694,Carlton
19696,Carlton
19697,St Kilda
19698,St Kilda
19699,North Melbourne
19700,St Kilda
19701,St Kilda
19702,St Kilda
19703,St Kilda
19704,St Kilda
19705,St Kilda
19706,Richmond
19708,Richmond
19709,Richmond
19710,Richmond
19711,Richmond
19712,Richmond
19713,Richmond
19714,Richmond
19715,Richmond
19716,Richmond
19717,Richmond
19718,Richmond
19719,Richmond
19721,South Melbourne
19722,South Melbourne
19723,Port Melbourne
19724,Port Melbourne
19725,Port Melbourne
19726,East Melbourne
19728,East Melbourne
19729,East Melbourne
19731,Collingwood
19732,Richmond
19733,Richmond
19734,Richmond
19735,Richmond
19736,Richmond
19737,Richmond
19738,Richmond
19740,Hawthorn
19742,Kew
19744,Kew
19745,Kew
19746,Kew
19747,Kew
19748,Kew
19749,Kew
19750,Kew
19751,Kew
19752,Kew
19753,Kew
19754,Hawthorn
19755,Hawthorn
19756,Hawthorn East
19757,Hawthorn East
19758,Hawthorn East
19759,Hawthorn East
19760,Camberwell
19761,Camberwell
19762,Camberwell
19763,Camberwell
19764,Camberwell
19765,Camberwell
19766,Camberwell
19767,Camberwell
19768,Canterbury
19769,Camberwell
19770,Camberwell
19771,Camberwell
19772,Camberwell
19773,Canterbury
19774,Surrey Hills
19775,Surrey Hills
19776,Surrey Hills
19777,Surrey Hills
19778,Balwyn
19779,Surrey Hills
19781,Box Hill
19782,Box Hill
19783,Box Hill
19784,Mont Albert
19785,Mont Albert
19786,Surrey Hills
20482,North Melbourne
20490,North Melbourne
20491,North Melbourne
20492,North Melbourne
20493,North Melbourne
20494,South Melbourne
20495,South Melbourne
20496,South Melbourne
20497,South Melbourne
20498,South Melbourne
20499,South Melbourne
20500,Middle Park
20501,Middle Park
20502,Middle Park
20503,Middle Park
20504,Middle Park
20505,Middle Park
20506,St Kilda
20507,St Kilda
20508,St Kilda
20509,St Kilda
20510,St Kilda
20511,St Kilda
20512,St Kilda
20513,St Kilda
20514,St Kilda
20515,St Kilda
20518,St Kilda
20519,St Kilda
20520,St Kilda
20522,St Kilda
20523,Malvern
20524,Malvern
20525,Malvern
20526,Malvern
20527,Malvern
20528,Malvern
20529,Malvern
20530,Malvern
20531,Malvern
20532,Malvern
20533,Malvern
20534,Malvern
20535,Malvern
20536,Malvern
20537,Malvern
20538,Malvern
20539,Malvern
20540,Malvern
20541,Malvern
20542,Malvern
20543,Malvern
20544,Malvern
20545,Malvern
20546,Malvern
20547,Kooyong
20548,Kooyong
20549,Kooyong
20550,Toorak
20551,Kooyong
20552,Toorak
20553,Kooyong
20554,Hawthorn
20555,Hawthorn
20556,Hawthorn
20557,Hawthorn
20558,Hawthorn
20559,Hawthorn
20560,Hawthorn
20561,Hawthorn
20562,Hawthorn
20563,Hawthorn
20564,Hawthorn
20565,Hawthorn
20566,Hawthorn
20567,Hawthorn
20568,Hawthorn
20569,Hawthorn
20570,Hawthorn
20571,Hawthorn
20572,Hawthorn
20573,Hawthorn
20584,Hawthorn
20589,Hawthorn
20590,Hawthorn
20591,Hawthorn
20592,Hawthorn
20593,Hawthorn
20594,Kew
20595,Kew
20597,St Kilda
20598,Balaclava
20599,St Kilda
20647,St Kilda East
20648,St Kilda East
20774,Essendon
20775,Essendon
20778,Hawthorn
20779,Hawthorn
20780,Hawthorn
20781,Hawthorn
20782,Hawthorn
20783,Hawthorn
20784,Hawthorn
20785,Hawthorn
20895,Balwyn North
20980,Thornbury
20981,Docklands
21042,Caulfield North
21057,Caulfield North
21058,Caulfield North
21059,Caulfield North
21060,Caulfield North
21061,Camberwell
21062,Camberwell
21063,Camberwell
21064,Camberwell
21065,Camberwell
21066,Camberwell
21067,Camberwell
21068,Camberwell
21069,Camberwell
21070,Camberwell
21071,Camberwell
21072,Camberwell
21073,Camberwell
21074,Camberwell
21075,Camberwell
21076,Camberwell
21077,Camberwell
21078,Camberwell
21079,Camberwell
21080,Camberwell
21081,Camberwell
21082,Camberwell
21083,Camberwell
21084,Camberwell
21085,Camberwell
21086,Camberwell
21087,Camberwell
21088,Camberwell
21089,Camberwell
21090,Camberwell
21091,Camberwell
21092,Camberwell
21093,Camberwell
21094,Burwood
21095,Burwood
21096,Burwood
21097,Burwood
21098,Burwood
21099,Burwood
21100,Burwood
21101,Burwood
21102,Burwood
21103,Burwood
21104,Burwood
21105,Burwood
21106,Burwood
21107,Burwood
21108,Burwood
21109,Burwood
21110,Burwood
21111,Burwood East
21112,Burwood East
21113,Burwood East
21114,Burwood East
21115,Burwood East
21116,Burwood East
21117,Burwood East
21118,Burwood East
21119,Burwood East
21120,Burwood East
21121,Burwood East
21122,Burwood East
21123,Burwood East
21124,Vermont South
21125,Vermont South
21126,Vermont South
21127,Vermont South
2113,Coburg
21196,Essendon
21961,Coburg
21962,Brunswick
21963,St Kilda
21964,Camberwell
21966,Richmond
22100,Fitzroy
22109,St Kilda
22110,St Kilda
22111,St Kilda
22112,St Kilda
22305,Niddrie
2232,Malvern East
22320,Maribyrnong
22559,Fitzroy North
22560,Hawthorn
22561,Hawthorn
22612,Southbank
378,Coburg North
398,Armadale
4039,South Melbourne
4084,South Melbourne
409,Armadale
4124,South Melbourne
4125,South Melbourne
4126,South Melbourne
4127,South Melbourne
4128,Albert Park
4129,Albert Park
4130,Middle Park
4131,Middle Park
4132,Middle Park
4133,Middle Park
4134,Middle Park
4135,St Kilda
4136,St Kilda West
4137,St Kilda West
4138,St Kilda West
4139,Middle Park
4140,Middle Park
4141,Fitzroy
4142,Fitzroy
4143,Fitzroy
4144,Fitzroy
4145,Fitzroy
4146,Fitzroy
4147,Fitzroy North
4148,Fitzroy North
4149,Fitzroy North
4150,Fitzroy North
4151,Fitzroy North
4152,Fitzroy North
4153,Fitzroy North
4154,Northcote
4155,Northcote
4156,Northcote
4157,Northcote
4158,Northcote
4159,Northcote
4160,Thornbury
4161,Thornbury
4162,Preston
4163,Thornbury
4164,Preston
4165,Preston
4166,Preston
4167,Preston
4168,Preston
4169,Preston
4170,Preston
4171,Preston
4172,Preston
4173,Preston
4174,Bundoora
4175,Bundoora
4176,Bundoora
4177,Bundoora
4178,Bundoora
4179,Bundoora
4180,Bundoora
4181,Bundoora
4182,Bundoora
4183,Bundoora
4185,Bundoora
4186,Bundoora
4187,Kingsbury
4188,Kingsbury
4189,Reservoir
4190,Reservoir
4191,Reservoir
4192,Reservoir
4193,Reservoir
4195,Preston
4196,Preston
4197,Preston
4198,Preston
4199,Preston
4201,Preston
4202,Preston
4203,Preston
4204,Thornbury
4205,Thornbury
4206,Thornbury
4323,South Melbourne
4324,South Melbourne
4331,South Melbourne
4332,South Melbourne
4333,South Melbourne
4334,Albert Park
43472,Docklands
43473,Docklands
43474,Docklands
43475,Docklands
43476,Docklands
43477,Docklands
43480,Docklands
4384,Albert Park
4440,Middle Park
4441,Middle Park
4442,Middle Park
4443,Middle Park
4444,Middle Park
4445,St Kilda West
4446,St Kilda West
4447,Middle Park
4448,Middle Park
4449,Middle Park
4450,Fitzroy
4451,Fitzroy
4452,Fitzroy
4453,Fitzroy
4454,Fitzroy
4455,Fitzroy North
4456,Fitzroy North
4457,Fitzroy North
4458,Fitzroy North
4460,Fitzroy North
4461,Fitzroy North
4462,Fitzroy North
4463,Northcote
4464,Northcote
4465,Northcote
4466,Northcote
4468,Northcote
4469,Northcote
4470,Thornbury
4471,Thornbury
4472,Preston
4473,Preston
4474,Preston
4475,Preston
4476,Preston
4477,Preston
4478,Preston
4479,Preston
4480,Preston
4481,Preston
4482,Preston
4483,Preston
4484,Preston
4485,Bundoora
4486,Bundoora
4487,Bundoora
4488,Bundoora
4489,Bundoora
4490,Bundoora
4491,Bundoora
4492,Bundoora
4493,Bundoora
4494,Bundoora
4495,Bundoora
4496,Kingsbury
4497,Kingsbury
4498,Reservoir
4499,Reservoir
4500,Reservoir
4501,Reservoir
4502,Reservoir
4503,Preston
4504,Preston
4505,Preston
4506,Preston
4507,Preston
4508,Preston
4510,Preston
4511,Preston
4512,Preston
46517,Caulfield North
46823,Maribyrnong
47493,Docklands
49275,Pascoe Vale South
49276,Brunswick West
49277,Brunswick West
49278,Brunswick West
49279,Pascoe Vale South
49280,Pascoe Vale South
4945,Maribyrnong
52112,South Yarra
52113,South Yarra
6032,Thornbury
6034,Thornbury
6035,Thornbury
6036,Northcote
6037,Northcote
6038,Northcote
6039,Northcote
6040,Northcote
6041,Northcote
6044,Northcote
6045,Northcote
6046,Clifton Hill
6047,Clifton Hill
6048,Clifton Hill
6049,Clifton Hill
6050,Fitzroy
6051,Collingwood
6052,Fitzroy
6053,Fitzroy
6054,Fitzroy
6056,Fitzroy
6057,Fitzroy
6058,Fitzroy
6059,Fitzroy
6061,Fitzroy
6062,Fitzroy
6063,Fitzroy North
6064,Fitzroy North
6066,Fitzroy North
6067,Fitzroy North
6068,Fitzroy North
6069,Fitzroy North
6070,Fitzroy North
6071,Brunswick East
6103,Preston
6104,Thornbury
6105,Thornbury
6106,Thornbury
6107,Thornbury
6108,Thornbury
6109,Thornbury
6110,Northcote
6111,Northcote
6112,Northcote
6113,Northcote
6114,Northcote
6115,Northcote
6118,Northcote
6119,Northcote
6120,Clifton Hill
6121,Fitzroy North
6122,Clifton Hill
6123,Clifton Hill
6124,Clifton Hill
6125,Fitzroy
6126,Fitzroy
6127,Fitzroy
6128,Fitzroy
6129,Collingwood
6130,Fitzroy
6131,Fitzroy
6132,Fitzroy
6133,Fitzroy
6135,Carlton
6136,Carlton
6137,Carlton
6138,Fitzroy North
6140,Carlton North
6141,Carlton North
6142,Fitzroy
6143,Brunswick East
6144,Brunswick East
6145,Brunswick East
6147,Brunswick East
7354,Malvern
8345,Malvern
9156,Malvern
940,Armadale
946,Armadale
947,Malvern
950,Malvern
955,Malvern
968,Malvern
980,Malvern East
992,Ascot Vale
"﻿""1000""",Reservoir
10001,Kings Park
10002,Melton
10009,Albanvale
1001,Reservoir
10010,St Albans
10011,St Albans
10012,St Albans
10013,St Albans
10014,Melton
10016,Melton
10017,Melton
10018,Reservoir
10019,Pascoe Vale
1002,Reservoir
10020,Pascoe Vale
10021,Pascoe Vale
10022,Pascoe Vale
10023,Pascoe Vale
10025,Pascoe Vale
10026,Pascoe Vale
10027,Pascoe Vale
10028,Pascoe Vale
10029,Pascoe Vale
1003,Thomastown
10030,Pascoe Vale South
10031,Pascoe Vale South
10032,Pascoe Vale South
10033,Pascoe Vale South
10034,Coburg
