SAL20516,7506,300
SAL20517,297,210
SAL20518,110,138
SAL20519,27,331
SAL20520,14,0
SAL20521,5748,475
SAL20522,1293,320
SAL20523,16903,422
SAL20524,12328,496
SAL20525,59,50
SAL20526,366,175
SAL20527,266,250
SAL20528,9552,421
SAL20529,0,0
SAL20530,0,0
SAL20531,42,0
SAL20532,42,0
SAL20533,2612,415
SAL20534,82,245
SAL20535,1095,200
SAL20536,49,462
SAL20537,8347,375
SAL20538,5393,412
SAL20539,23992,430
SAL20540,60,100
SAL20541,68,300
SAL20542,3,0
SAL20543,213,115
SAL20544,0,0
SAL20545,204,200
SAL20546,85,123
SAL20547,763,300
SAL20548,50,800
SAL20549,91,130
SAL20550,3,80
SAL20551,1580,260
SAL20552,77,140
SAL20553,3,100
SAL20554,17,0
SAL20555,111,450
SAL20556,11779,443
SAL20557,8,0
SAL20558,61,200
SAL20559,365,353
SAL20560,981,361
SAL20561,4924,230
SAL20562,0,0
SAL20563,13,0
SAL20564,163,350
SAL20565,35,280
SAL20566,7441,394
SAL20567,303,345
SAL20568,75,185
SAL20569,18988,400
SAL20570,13381,381
SAL20571,57,120
SAL20572,352,372
SAL20573,252,300
SAL20574,6606,550
SAL20575,7646,350
SAL20576,347,475
SAL20577,15,0
SAL20578,178,235
SAL20579,25,0
SAL20580,1844,220
SAL20581,11177,401
SAL20582,31681,410
SAL20583,133,255
SAL20584,62,195
SAL20585,55,0
SAL20586,245,240
SAL20587,104,568
SAL20588,0,0
SAL20589,0,0
SAL20590,3601,370
SAL20591,1804,220
SAL20592,6148,250
SAL20593,232,320
SAL20594,72,0
SAL20595,58,0
SAL20596,26574,430
SAL20597,8327,401
SAL20598,4,0
SAL20599,9,0
SAL20600,4408,370
SAL20601,0,0
SAL20602,37,50
SAL20603,80,0
SAL20604,2415,185
SAL20605,409,320
SAL20606,0,0
SAL20607,9243,260
SAL20608,61,200
SAL20609,168,230
SAL20610,89,230
SAL20611,285,200
SAL20612,41,200
SAL20613,2199,371
SAL20614,1062,140
SAL20615,305,120
SAL20616,9179,425
SAL20617,7,0
SAL20618,146,230
SAL20619,104,206
SAL20620,620,295
SAL20621,953,365
SAL20622,23,0
SAL20623,38,0
SAL20624,3193,335
SAL20625,94,250
SAL20626,134,320
SAL20627,308,300
SAL20628,229,210
SAL20629,30,0
SAL20630,18,0
SAL20631,311,180
SAL20632,42,140
SAL20633,220,250
SAL20634,33,115
SAL20635,10,0
SAL20636,171,213
SAL20637,88,215
SAL20638,131,200
SAL20639,1181,320
SAL20640,15497,280
SAL20641,27,0
SAL20642,43,0
SAL20643,94,290
SAL20644,1108,281
SAL20645,161,210
SAL20646,358,230
SAL20647,17,225
SAL20648,1352,200
SAL20649,119,140
SAL20650,50,200
SAL20651,53,200
SAL20652,70,50
SAL20653,20,100
SAL20654,609,260
SAL20655,0,0
SAL20656,33,370
SAL20657,6593,331
SAL20658,34,200
SAL20659,389,215
SAL20660,62,0
SAL20661,65178,380
SAL20662,21281,342
SAL20663,24679,400
SAL20664,24683,385
SAL20665,3241,470
SAL20666,19969,375
SAL20667,34,180
SAL20668,39,0
SAL20669,162,250
SAL20670,2158,550
SAL20671,176,250
SAL20672,3279,275
SAL20673,55,300
SAL20674,3343,340
SAL20675,0,0
SAL20676,5,0
SAL20677,27,180
SAL20678,235,265
SAL20679,161,350
SAL20680,72,119
SAL20681,70,250
SAL20682,28608,380
SAL20683,4839,491
SAL20684,8092,410
SAL20685,4759,410
SAL20686,15,200
SAL20687,311,225
SAL20688,254,130
SAL20689,86,55
SAL20690,31,65
SAL20691,36,195
SAL20692,81,105
SAL20693,15,0
SAL20694,10,270
SAL20695,25,75
SAL20696,125,190
SAL20697,4175,405
SAL20698,20,60
SAL20699,69,196
SAL20700,398,230
SAL20701,403,271
SAL20702,6762,323
SAL20703,142,300
SAL20704,57,0
SAL20705,0,0
SAL20706,843,280
SAL20707,30127,319
SAL20708,22550,341
SAL20709,125,245
SAL20710,8,0
SAL20711,105,160
SAL20712,9190,320
SAL20713,46,0
SAL20714,84,155
SAL20715,759,307
SAL20716,402,261
SAL20717,12,0
SAL20718,299,153
SAL20719,130,200
SAL20720,40,230
SAL20721,2781,331
SAL20722,132,260
SAL20723,368,288
SAL20724,654,401
SAL20725,12,50
SAL20726,198,162
SAL20727,210,450
SAL20728,2101,501
SAL20729,18145,350
SAL20730,5408,310
SAL20731,8077,350
SAL20732,13,150
SAL20733,37,220
SAL20734,41,0
SAL20735,19,0
SAL20736,453,200
SAL20737,1994,370
SAL20738,148,350
SAL20739,0,0
SAL20740,18,92
SAL20741,664,300
SAL20742,57,130
SAL20743,8651,400
SAL20744,99,320
SAL20745,386,170
SAL20746,208,245
SAL20747,14,0
SAL20748,1551,392
SAL20749,352,250
SAL20750,151,300
SAL20751,369,215
SAL20752,12503,430
SAL20753,122,120
SAL20754,5669,397
SAL20755,78,200
SAL20756,1635,170
SAL20757,195,100
SAL20758,10495,450
SAL20759,99,215
SAL20760,128,269
SAL20761,148,245
SAL20762,344,330
SAL20763,33,346
SAL20764,106,250
SAL20765,59,195
SAL20766,15495,411
SAL20767,13,0
SAL20768,61,258
SAL20769,586,270
SAL20770,1472,180
SAL20771,25020,450
SAL20772,30926,462
SAL20773,2100,401
SAL20774,12644,450
SAL20775,13,92
SAL20776,250,150
SAL20777,333,210
SAL20778,51,185
SAL20779,27122,397
SAL20780,21,100
SAL20781,0,0
SAL20782,74,0
SAL20783,9603,320
SAL20784,77,350
SAL20785,28,0
SAL20786,101,225
SAL20787,46,160
SAL20788,6626,380
SAL20789,19,0
SAL20790,15287,330
SAL20791,177,298
SAL20792,343,313
SAL20793,361,193
SAL20794,41,320
SAL20795,160,180
SAL20796,571,331
SAL20797,42,100
SAL20798,294,380
SAL20799,203,230
SAL20800,119,190
SAL20801,41,321
SAL20802,4976,340
SAL20803,47,0
SAL20804,455,268
SAL20805,90,400
SAL20806,18,0
SAL20807,83,200
SAL20808,52,255
SAL20809,688,220
SAL20810,36,0
SAL20811,15,160
SAL20812,259,175
SAL20813,899,192
SAL20814,70,0
SAL20815,12,230
SAL20816,408,412
SAL20817,60,115
SAL20818,32,500
SAL20819,0,0
SAL20820,91,210
SAL20821,23,0
SAL20822,1306,310
SAL20823,5538,265
SAL20824,13,0
SAL20825,3960,453
SAL20826,82,0
SAL20827,1352,250
SAL20828,2246,295
SAL20829,4012,350
SAL20830,4896,480
SAL20831,210,75
SAL20832,66,231
SAL20833,906,300
SAL20834,47,0
SAL20835,13,250
SAL20836,2855,370
SAL20837,110,100
SAL20838,15056,285
SAL20839,577,250
SAL20840,442,350
SAL20841,222,200
SAL20842,113,180
SAL20843,1194,381
SAL20844,937,165
SAL20845,103,0
SAL20846,60,263
SAL20847,109,150
SAL20848,6276,429
SAL20849,206,200
SAL20850,944,250
SAL20851,232,166
SAL20852,382,225
SAL20853,39,0
SAL20854,57,0
SAL20855,118,150
SAL20856,0,0
SAL20857,206,280
SAL20858,157,141
SAL20859,3260,290
SAL20860,229,225
SAL20861,185,97
SAL20862,847,220
SAL20863,633,203
SAL20864,10887,441
SAL20865,18847,440
SAL20866,6830,512
SAL20867,15153,415
SAL20868,5890,400
SAL20869,37,203
SAL20870,376,320
SAL20871,24455,375
SAL20872,574,285
SAL20873,23,0
SAL20874,3,0
SAL20875,155,150
SAL20876,29,0
SAL20877,746,320
SAL20878,33489,361
SAL20879,5014,340
SAL20880,90,200
SAL20881,184,203
SAL20882,0,0
SAL20883,238,175
SAL20884,17,0
SAL20885,21240,380
SAL20886,13,0
SAL20887,3071,360
SAL20888,1559,450
SAL20889,2285,323
SAL20890,43,200
SAL20891,633,270
SAL20892,3508,250
SAL20893,239,225
SAL20894,147,180
SAL20895,14,0
SAL20896,193,210
SAL20897,154,270
SAL20898,133,429
SAL20899,2838,380
SAL20900,52,0
SAL20901,6535,369
SAL20902,390,340
SAL20903,14,0
SAL20904,93,265
SAL20905,0,0
SAL20906,326,539
SAL20907,194,315
SAL20908,82,425
SAL20909,14274,376
SAL20910,27,0
SAL20911,13,220
SAL20912,125,231
SAL20913,194,200
SAL20914,48,0
SAL20915,32,0
SAL20916,0,0
SAL20917,27398,386
SAL20918,1524,400
SAL20919,28,0
SAL20920,637,418
SAL20921,858,235
SAL20922,11,230
SAL20923,18,100
SAL20924,10431,451
SAL20925,12781,481
SAL20926,104,200
SAL20927,97,235
SAL20928,0,0
SAL20929,7025,300
SAL20930,1130,451
SAL20931,3989,290
SAL20932,790,286
SAL20933,188,258
SAL20934,12,0
SAL20935,17131,355
SAL20936,158,425
SAL20937,10780,396
SAL20938,346,220
SAL20939,257,290
SAL20940,2044,240
SAL20941,152,385
SAL20942,57,240
SAL20943,31,0
SAL20944,169,140
SAL20945,25,150
SAL20946,71,500
SAL20947,37331,342
SAL20948,5711,315
SAL20949,18801,420
SAL20950,9097,431
SAL20951,136,350
SAL20952,141,346
SAL20953,7,0
SAL20954,454,300
SAL20955,232,275
SAL20956,994,133
SAL20957,11,0
SAL20958,65,230
SAL20959,47,175
SAL20960,1206,485
SAL20961,3,400
SAL20962,61,125
SAL20963,110,100
SAL20964,156,256
SAL20965,1019,301
SAL20966,2114,330
SAL20967,236,387
SAL20968,131,0
SAL20969,248,200
SAL20970,0,0
SAL20971,35,200
SAL20972,42,200
SAL20973,5811,370
SAL20974,7345,350
SAL20975,23,125
SAL20976,230,235
SAL20977,19,438
SAL20978,43,300
SAL20979,2559,360
SAL20980,66,0
SAL20981,0,0
SAL20982,75,210
SAL20983,11,0
SAL20984,65,110
SAL20985,112,205
SAL20986,17,200
SAL20987,0,0
SAL20988,31,250
SAL20989,391,324
SAL20990,132,460
SAL20991,64,0
SAL20992,73,255
SAL20993,72,248
SAL20994,23,0
SAL20995,62,550
SAL20996,45,210
SAL20997,0,0
SAL20998,31,90
SAL20999,563,180
SAL21000,143,275
SAL21001,10142,423
SAL21002,854,462
SAL21003,32,225
SAL21004,8213,381
SAL21005,423,300
SAL21006,182,243
SAL21007,59,210
SAL21008,118,308
SAL21009,4905,391
SAL21010,26131,450
SAL21011,110,0
SAL21012,23,0
SAL21013,42642,480
SAL21014,4,0
SAL21015,33,0
SAL21016,48,100
SAL21017,21,280
SAL21018,208,275
SAL21019,30,275
SAL21020,443,320
SAL21021,49,515
SAL21022,12,0
SAL21023,0,0
SAL21024,131,125
SAL21025,1113,270
SAL21026,215,225
SAL21027,155,250
SAL21028,15,0
SAL21029,66,162
SAL21030,17,100
SAL21031,23,34
SAL21032,71,185
SAL21033,11,250
SAL21034,29,0
SAL21035,7,100
SAL21036,14,0
SAL21037,17,0
SAL21038,431,306
SAL21039,279,250
SAL21040,75,100
SAL21041,131,150
SAL21042,63,100
SAL21043,123,220
SAL21044,13,0
SAL21045,1049,280
SAL21046,75,160
SAL21047,23792,369
SAL21048,256,183
SAL21049,21,0
SAL21050,297,390
SAL21051,120,130
SAL21052,45,400
SAL21053,102,290
SAL21054,356,200
SAL21055,213,315
SAL21056,2217,290
SAL21057,102,300
SAL21058,9220,295
SAL21059,253,345
SAL21060,37,0
SAL21061,6,0
SAL21062,50,150
SAL21063,91,200
SAL21064,137,200
SAL21065,31,104
SAL21066,141,165
SAL21067,62,290
SAL21068,269,190
SAL21069,718,245
SAL21070,19,105
SAL21071,236,460
SAL21072,237,218
SAL21073,1393,320
SAL21074,324,113
SAL21075,295,100
SAL21076,35,150
SAL21077,328,268
SAL21078,90,130
SAL21079,2971,445
SAL21080,8,0
SAL21081,18,0
SAL21082,23,0
SAL21083,45,300
SAL21084,685,160
SAL21085,0,0
SAL21086,10,0
SAL21087,132,480
SAL21088,261,0
SAL21089,1168,300
SAL21090,88,330
SAL21091,54,0
SAL21092,385,295
SAL21093,0,0
SAL21094,60,169
SAL21095,10,0
SAL21096,13,50
SAL21097,19,0
SAL21098,425,200
SAL21099,13,0
SAL21100,71,163
SAL21101,623,375
SAL21102,60,380
SAL21103,52,0
SAL21104,21070,404
SAL21105,21274,430
SAL21106,58,150
SAL21107,113,0
SAL21108,86,250
SAL21109,131,205
SAL21110,157,215
SAL21111,4,0
SAL21112,44,200
SAL21113,61,0
SAL21114,14869,350
SAL21115,966,296
SAL21116,330,250
SAL21117,578,185
SAL21118,208,250
SAL21119,0,0
SAL21120,20,0
SAL21121,388,0
SAL21122,60,90
SAL21123,1276,400
SAL21124,6269,370
SAL21125,11355,361
SAL21126,136,314
SAL21127,495,250
SAL21128,157,1300
SAL21129,10346,235
SAL21130,6518,345
SAL21131,13518,500
SAL21132,5069,400
SAL21133,26082,351
SAL21134,155,275
SAL21135,87,150
SAL21136,75,218
SAL21137,1038,305
SAL21138,291,285
SAL21139,1011,375
SAL21140,12463,350
SAL21141,62,200
SAL21142,488,290
SAL21143,184,85
SAL21144,167,230
SAL21145,10369,320
SAL21146,27,0
SAL21147,83,230
SAL21148,1443,303
SAL21149,22,0
SAL21150,311,180
SAL21151,6,0
SAL21152,22322,400
SAL21153,14834,415
SAL21154,55,200
SAL21155,189,203
SAL21156,1552,235
SAL21157,289,0
SAL21158,7589,350
SAL21159,189,250
SAL21160,2962,255
SAL21161,811,325
SAL21162,22,320
SAL21163,2826,471
SAL21164,238,200
SAL21165,9933,400
SAL21166,108,190
SAL21167,7360,400
SAL21168,6758,381
SAL21169,5252,306
SAL21170,75,231
SAL21171,75,0
SAL21172,631,350
SAL21173,368,341
SAL21174,3507,270
SAL21175,365,100
SAL21176,178,200
SAL21177,14,200
SAL21178,130,175
SAL21179,2050,210
SAL21180,39,100
SAL21181,1815,180
SAL21182,36,0
SAL21183,18,200
SAL21184,122,300
SAL21185,12016,430
SAL21186,151,158
SAL21187,20736,360
SAL21188,29,222
SAL21189,171,300
SAL21190,99,0
SAL21191,330,250
SAL21192,290,385
SAL21193,17331,380
SAL21194,21,0
SAL21195,1124,260
SAL21196,676,365
SAL21197,28,100
SAL21198,31,195
SAL21199,36,0
SAL21200,70,323
SAL21201,694,150
SAL21202,914,375
SAL21203,37216,340
SAL21204,44,228
SAL21205,93,183
SAL21206,15134,245
SAL21207,128,470
SAL21208,34,150
SAL21209,67,238
SAL21210,0,0
SAL21211,158,0
SAL21212,5,0
SAL21213,63,294
SAL21214,7563,416
SAL21215,352,330
SAL21216,23,0
SAL21217,20,150
SAL21218,1949,400
SAL21219,3585,360
SAL21220,46,220
SAL21221,206,253
SAL21222,320,460
SAL21223,3554,420
SAL21224,28,250
SAL21225,51,198
SAL21226,41,250
SAL21227,80,300
SAL21228,304,380
SAL21229,1391,346
SAL21230,346,235
SAL21231,886,200
SAL21232,96,400
SAL21233,601,230
SAL21234,1746,300
SAL21235,6526,346
SAL21236,900,325
SAL21237,1692,340
SAL21238,240,250
SAL21239,118,192
SAL21240,16,0
SAL21241,1163,275
SAL21242,365,238
SAL21243,100,229
SAL21244,84,238
SAL21245,5977,260
SAL21246,13374,430
SAL21247,3762,451
SAL21248,2187,335
SAL21249,161,228
SAL21250,1907,340
SAL21251,28,0
SAL21252,106,231
SAL21253,382,200
SAL21254,4151,473
SAL21255,16,150
SAL21256,185,241
SAL21257,49,0
SAL21258,117,238
SAL21259,46,100
SAL21260,76,0
SAL21261,584,250
SAL21262,124,295
SAL21263,34,0
SAL21264,18,100
SAL21265,476,120
SAL21266,0,0
SAL21267,6,0
SAL21268,17,0
SAL21269,584,381
SAL21270,17,160
SAL21271,26,75
SAL21272,85,200
SAL21273,326,325
SAL21274,20,0
SAL21275,42,138
SAL21276,150,225
SAL21277,1051,326
SAL21278,0,0
SAL21279,3862,380
SAL21280,93,200
SAL21281,41,290
SAL21282,1350,280
SAL21283,161,225
SAL21284,5548,400
SAL21285,48,0
SAL21286,1418,347
SAL21287,1277,416
SAL21288,28,0
SAL21289,89,205
SAL21290,9,0
SAL21291,28,95
SAL21292,74,200
SAL21293,11328,285
SAL21294,1208,383
SAL21295,891,125
SAL21296,53,120
SAL21297,17,0
SAL21298,51,205
SAL21299,29,0
SAL21300,169,0
SAL21301,135,325
SAL21302,94,163
SAL21303,9,92
SAL21304,40,225
SAL21305,15,230
SAL21306,453,185
SAL21307,30,200
SAL21308,120,170
SAL21309,492,195
SAL21310,1025,240
SAL21311,189,165
SAL21312,3226,370
SAL21313,57,110
SAL21314,5906,400
SAL21315,9857,360
SAL21316,15078,406
SAL21317,1668,421
SAL21318,67,300
SAL21319,2684,392
SAL21320,13,79
SAL21321,76,300
SAL21322,64,73
SAL21323,3,0
SAL21324,44,120
SAL21325,74,320
SAL21326,5880,290
SAL21327,10745,416
SAL21328,3960,200
SAL21329,44,180
SAL21330,232,115
SAL21331,76,400
SAL21332,118,140
SAL21333,83,210
SAL21334,86,138
SAL21335,36,0
SAL21336,24499,476
SAL21337,6620,471
SAL21338,57,211
SAL21339,30018,421
SAL21340,8667,380
SAL21341,170,250
SAL21342,415,261
SAL21343,64,0
SAL21344,483,290
SAL21345,578,315
SAL21346,9,100
SAL21347,1485,400
SAL21348,195,300
SAL21349,391,200
SAL21350,156,231
SAL21351,165,210
SAL21352,9207,340
SAL21353,450,248
SAL21354,11699,391
SAL21355,2862,426
SAL21356,96,250
SAL21357,87,325
SAL21358,1662,300
SAL21359,413,330
SAL21360,1305,360
SAL21361,46,0
SAL21362,8203,321
SAL21363,3460,361
SAL21364,190,230
