route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"1-Ech-L-mjp-1","T6_2","2417.T6.1-Ech-L-mjp-1.1.H","1-Ech-L-mjp-1.1.H","Melbourne","0"
"1-Ech-L-mjp-1","T6_2","2599.T6.1-Ech-L-mjp-1.2.R","1-Ech-L-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-M-mjp-1","T2_2","2932.T2.1-Ech-M-mjp-1.1.H","1-Ech-M-mjp-1.1.H","Melbourne","0"
"1-Ech-M-mjp-1","T2_2","2933.T2.1-Ech-M-mjp-1.1.H","1-Ech-M-mjp-1.1.H","Melbourne","0"
"1-Ech-M-mjp-1","T2_2","3036.T2.1-Ech-M-mjp-1.2.R","1-Ech-M-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-M-mjp-1","T2_2","3037.T2.1-Ech-M-mjp-1.2.R","1-Ech-M-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-N-mjp-1","UJ_2","3275.UJ.1-Ech-N-mjp-1.1.H","1-Ech-N-mjp-1.1.H","Melbourne","0"
"1-Ech-N-mjp-1","UJ_2","3276.UJ.1-Ech-N-mjp-1.1.H","1-Ech-N-mjp-1.1.H","Melbourne","0"
"1-Ech-N-mjp-1","UJ_2","3381.UJ.1-Ech-N-mjp-1.2.R","1-Ech-N-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-N-mjp-1","UJ_2","3382.UJ.1-Ech-N-mjp-1.2.R","1-Ech-N-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-O-mjp-1","T5_2","3851.T5.1-Ech-O-mjp-1.1.H","1-Ech-O-mjp-1.1.H","Melbourne","0"
"1-Ech-O-mjp-1","T5_2","4086.T5.1-Ech-O-mjp-1.2.R","1-Ech-O-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-P-mjp-1","UQ","4456.UQ.1-Ech-P-mjp-1.1.H","1-Ech-P-mjp-1.1.H","Melbourne","0"
"1-Ech-P-mjp-1","UQ","4691.UQ.1-Ech-P-mjp-1.2.R","1-Ech-P-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-Q-mjp-1","T0","5342.T0.1-Ech-Q-mjp-1.1.H","1-Ech-Q-mjp-1.1.H","Melbourne","0"
"1-Ech-Q-mjp-1","T2_3","5343.T2.1-Ech-Q-mjp-1.1.H","1-Ech-Q-mjp-1.1.H","Melbourne","0"
"1-Ech-Q-mjp-1","T2_3","5344.T2.1-Ech-Q-mjp-1.1.H","1-Ech-Q-mjp-1.1.H","Melbourne","0"
"1-Ech-Q-mjp-1","UJ_3","5345.UJ.1-Ech-Q-mjp-1.1.H","1-Ech-Q-mjp-1.1.H","Melbourne","0"
"1-Ech-Q-mjp-1","UJ_3","5346.UJ.1-Ech-Q-mjp-1.1.H","1-Ech-Q-mjp-1.1.H","Melbourne","0"
"1-Ech-Q-mjp-1","T2_3","5801.T2.1-Ech-Q-mjp-1.3.R","1-Ech-Q-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-Q-mjp-1","T2_3","5802.T2.1-Ech-Q-mjp-1.3.R","1-Ech-Q-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-Q-mjp-1","UJ_3","5803.UJ.1-Ech-Q-mjp-1.3.R","1-Ech-Q-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-Q-mjp-1","UJ_3","5804.UJ.1-Ech-Q-mjp-1.3.R","1-Ech-Q-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-Q-mjp-1","T0","5805.T0.1-Ech-Q-mjp-1.2.R","1-Ech-Q-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-R-mjp-1","T6_3","6606.T6.1-Ech-R-mjp-1.1.H","1-Ech-R-mjp-1.1.H","Melbourne","0"
"1-Ech-R-mjp-1","T2_4","6607.T2.1-Ech-R-mjp-1.1.H","1-Ech-R-mjp-1.1.H","Melbourne","0"
"1-Ech-R-mjp-1","T2_4","6608.T2.1-Ech-R-mjp-1.1.H","1-Ech-R-mjp-1.1.H","Melbourne","0"
"1-Ech-R-mjp-1","T2_4","6965.T2.1-Ech-R-mjp-1.2.R","1-Ech-R-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-R-mjp-1","T2_4","6966.T2.1-Ech-R-mjp-1.2.R","1-Ech-R-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-R-mjp-1","T6_3","6967.T6.1-Ech-R-mjp-1.3.R","1-Ech-R-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-S-mjp-1","T0_1","7751.T0.1-Ech-S-mjp-1.1.H","1-Ech-S-mjp-1.1.H","Melbourne","0"
"1-Ech-S-mjp-1","T2_5","7752.T2.1-Ech-S-mjp-1.1.H","1-Ech-S-mjp-1.1.H","Melbourne","0"
"1-Ech-S-mjp-1","T2_5","7753.T2.1-Ech-S-mjp-1.1.H","1-Ech-S-mjp-1.1.H","Melbourne","0"
"1-Ech-S-mjp-1","UJ_4","7754.UJ.1-Ech-S-mjp-1.1.H","1-Ech-S-mjp-1.1.H","Melbourne","0"
"1-Ech-S-mjp-1","UJ_4","7755.UJ.1-Ech-S-mjp-1.1.H","1-Ech-S-mjp-1.1.H","Melbourne","0"
"1-Ech-S-mjp-1","T2_5","8219.T2.1-Ech-S-mjp-1.3.R","1-Ech-S-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-S-mjp-1","T2_5","8220.T2.1-Ech-S-mjp-1.3.R","1-Ech-S-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-S-mjp-1","UJ_4","8221.UJ.1-Ech-S-mjp-1.3.R","1-Ech-S-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-S-mjp-1","UJ_4","8222.UJ.1-Ech-S-mjp-1.3.R","1-Ech-S-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-S-mjp-1","T0_1","8223.T0.1-Ech-S-mjp-1.2.R","1-Ech-S-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-T-mjp-1","T0_2","9108.T0.1-Ech-T-mjp-1.1.H","1-Ech-T-mjp-1.1.H","Melbourne","0"
"1-Ech-T-mjp-1","T2_6","9109.T2.1-Ech-T-mjp-1.1.H","1-Ech-T-mjp-1.1.H","Melbourne","0"
"1-Ech-T-mjp-1","T2_6","9110.T2.1-Ech-T-mjp-1.1.H","1-Ech-T-mjp-1.1.H","Melbourne","0"
"1-Ech-T-mjp-1","UJ_5","9111.UJ.1-Ech-T-mjp-1.1.H","1-Ech-T-mjp-1.1.H","Melbourne","0"
"1-Ech-T-mjp-1","UJ_5","9112.UJ.1-Ech-T-mjp-1.1.H","1-Ech-T-mjp-1.1.H","Melbourne","0"
"1-Ech-T-mjp-1","T2_6","9576.T2.1-Ech-T-mjp-1.3.R","1-Ech-T-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-T-mjp-1","T2_6","9577.T2.1-Ech-T-mjp-1.3.R","1-Ech-T-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-T-mjp-1","UJ_5","9578.UJ.1-Ech-T-mjp-1.3.R","1-Ech-T-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-T-mjp-1","UJ_5","9579.UJ.1-Ech-T-mjp-1.3.R","1-Ech-T-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-T-mjp-1","T0_2","9580.T0.1-Ech-T-mjp-1.2.R","1-Ech-T-mjp-1.2.R","Echuca/Moama","1"
"1-Ech-U-mjp-1","UJ_6","1.UJ.1-Ech-U-mjp-1.1.H","1-Ech-U-mjp-1.1.H","Melbourne","0"
"1-Ech-U-mjp-1","UJ_6","2.UJ.1-Ech-U-mjp-1.1.H","1-Ech-U-mjp-1.1.H","Melbourne","0"
"1-Ech-U-mjp-1","UJ_6","3.UJ.1-Ech-U-mjp-1.3.R","1-Ech-U-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-U-mjp-1","UJ_6","4.UJ.1-Ech-U-mjp-1.3.R","1-Ech-U-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-U-mjp-1","T0_3","450.T0.1-Ech-U-mjp-1.1.H","1-Ech-U-mjp-1.1.H","Melbourne","0"
"1-Ech-U-mjp-1","T2_7","451.T2.1-Ech-U-mjp-1.1.H","1-Ech-U-mjp-1.1.H","Melbourne","0"
"1-Ech-U-mjp-1","T2_7","452.T2.1-Ech-U-mjp-1.1.H","1-Ech-U-mjp-1.1.H","Melbourne","0"
"1-Ech-U-mjp-1","T2_7","921.T2.1-Ech-U-mjp-1.3.R","1-Ech-U-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-U-mjp-1","T2_7","922.T2.1-Ech-U-mjp-1.3.R","1-Ech-U-mjp-1.3.R","Echuca/Moama","1"
"1-Ech-U-mjp-1","T0_3","925.T0.1-Ech-U-mjp-1.2.R","1-Ech-U-mjp-1.2.R","Echuca/Moama","1"
"1-my1-A-mjp-1","T6","5255.T6.1-my1-A-mjp-1.3.R","1-my1-A-mjp-1.3.R","Maryborough","1"
"1-my1-A-mjp-1","T6","5256.T6.1-my1-A-mjp-1.3.R","1-my1-A-mjp-1.3.R","Maryborough","1"
"1-my1-A-mjp-1","T6","5350.T6.1-my1-A-mjp-1.1.H","1-my1-A-mjp-1.1.H","Melbourne","0"
"1-my1-A-mjp-1","T6","5685.T6.1-my1-A-mjp-1.2.H","1-my1-A-mjp-1.2.H","Melbourne","0"
"1-my1-B-mjp-1","T2","5939.T2.1-my1-B-mjp-1.1.H","1-my1-B-mjp-1.1.H","Melbourne","0"
"1-my1-B-mjp-1","T2","5961.T2.1-my1-B-mjp-1.2.R","1-my1-B-mjp-1.2.R","Maryborough","1"
"1-my1-C-mjp-1","UJ","6486.UJ.1-my1-C-mjp-1.2.R","1-my1-C-mjp-1.2.R","Maryborough","1"
"1-my1-C-mjp-1","UJ","6554.UJ.1-my1-C-mjp-1.1.H","1-my1-C-mjp-1.1.H","Melbourne","0"
"1-my1-D-mjp-1","UO","6880.UO.1-my1-D-mjp-1.1.H","1-my1-D-mjp-1.1.H","Melbourne","0"
"1-my1-D-mjp-1","UO","7055.UO.1-my1-D-mjp-1.3.R","1-my1-D-mjp-1.3.R","Maryborough","1"
"1-my1-D-mjp-1","UO","7056.UO.1-my1-D-mjp-1.3.R","1-my1-D-mjp-1.3.R","Maryborough","1"
"1-my1-D-mjp-1","UO","7361.UO.1-my1-D-mjp-1.2.H","1-my1-D-mjp-1.2.H","Melbourne","0"
"1-my1-E-mjp-1","UP","7660.UP.1-my1-E-mjp-1.3.R","1-my1-E-mjp-1.3.R","Maryborough","1"
"1-my1-E-mjp-1","UP","7661.UP.1-my1-E-mjp-1.3.R","1-my1-E-mjp-1.3.R","Maryborough","1"
"1-my1-E-mjp-1","UP","7732.UP.1-my1-E-mjp-1.1.H","1-my1-E-mjp-1.1.H","Melbourne","0"
"1-my1-E-mjp-1","UP","8061.UP.1-my1-E-mjp-1.2.H","1-my1-E-mjp-1.2.H","Melbourne","0"
"1-my1-F-mjp-1","T5","8429.T5.1-my1-F-mjp-1.1.H","1-my1-F-mjp-1.1.H","Melbourne","0"
"1-my1-F-mjp-1","T5","8485.T5.1-my1-F-mjp-1.3.R","1-my1-F-mjp-1.3.R","Maryborough","1"
"1-my1-F-mjp-1","T5","8486.T5.1-my1-F-mjp-1.3.R","1-my1-F-mjp-1.3.R","Maryborough","1"
"1-my1-F-mjp-1","T5","8738.T5.1-my1-F-mjp-1.2.H","1-my1-F-mjp-1.2.H","Melbourne","0"
"1-my1-G-mjp-1","T6_1","9080.T6.1-my1-G-mjp-1.3.R","1-my1-G-mjp-1.3.R","Maryborough","1"
"1-my1-G-mjp-1","T6_1","9081.T6.1-my1-G-mjp-1.3.R","1-my1-G-mjp-1.3.R","Maryborough","1"
"1-my1-G-mjp-1","T6_1","9143.T6.1-my1-G-mjp-1.1.H","1-my1-G-mjp-1.1.H","Melbourne","0"
"1-my1-G-mjp-1","T6_1","9469.T6.1-my1-G-mjp-1.2.H","1-my1-G-mjp-1.2.H","Melbourne","0"
"1-my1-H-mjp-1","T2_1","9900.T2.1-my1-H-mjp-1.1.H","1-my1-H-mjp-1.1.H","Melbourne","0"
"1-my1-H-mjp-1","T2_1","9989.T2.1-my1-H-mjp-1.2.R","1-my1-H-mjp-1.2.R","Maryborough","1"
"1-my1-I-mjp-1","UJ_1","335.UJ.1-my1-I-mjp-1.2.R","1-my1-I-mjp-1.2.R","Maryborough","1"
"1-my1-I-mjp-1","UJ_1","374.UJ.1-my1-I-mjp-1.1.H","1-my1-I-mjp-1.1.H","Melbourne","0"
"1-my1-J-mjp-1","T5_1","1036.T5.1-my1-J-mjp-1.2.H","1-my1-J-mjp-1.2.H","Melbourne","0"
"1-my1-J-mjp-1","T5_1","714.T5.1-my1-J-mjp-1.1.H","1-my1-J-mjp-1.1.H","Melbourne","0"
"1-my1-J-mjp-1","T5_1","720.T5.1-my1-J-mjp-1.3.R","1-my1-J-mjp-1.3.R","Maryborough","1"
"1-my1-J-mjp-1","T5_1","721.T5.1-my1-J-mjp-1.3.R","1-my1-J-mjp-1.3.R","Maryborough","1"
"1-my1-K-mjp-1","UR","1401.UR.1-my1-K-mjp-1.3.R","1-my1-K-mjp-1.3.R","Maryborough","1"
"1-my1-K-mjp-1","UR","1402.UR.1-my1-K-mjp-1.3.R","1-my1-K-mjp-1.3.R","Maryborough","1"
"1-my1-K-mjp-1","UR","1408.UR.1-my1-K-mjp-1.1.H","1-my1-K-mjp-1.1.H","Melbourne","0"
"1-my1-K-mjp-1","UR","1727.UR.1-my1-K-mjp-1.2.H","1-my1-K-mjp-1.2.H","Melbourne","0"
"1-my1-L-mjp-1","T6_2","2136.T6.1-my1-L-mjp-1.1.H","1-my1-L-mjp-1.1.H","Melbourne","0"
"1-my1-L-mjp-1","T6_2","2142.T6.1-my1-L-mjp-1.3.R","1-my1-L-mjp-1.3.R","Maryborough","1"
"1-my1-L-mjp-1","T6_2","2143.T6.1-my1-L-mjp-1.3.R","1-my1-L-mjp-1.3.R","Maryborough","1"
"1-my1-L-mjp-1","T6_2","2510.T6.1-my1-L-mjp-1.2.H","1-my1-L-mjp-1.2.H","Melbourne","0"
"1-my1-M-mjp-1","T2_2","2984.T2.1-my1-M-mjp-1.1.H","1-my1-M-mjp-1.1.H","Melbourne","0"
"1-my1-M-mjp-1","T2_2","3038.T2.1-my1-M-mjp-1.2.R","1-my1-M-mjp-1.2.R","Maryborough","1"
"1-my1-N-mjp-1","UJ_2","3321.UJ.1-my1-N-mjp-1.1.H","1-my1-N-mjp-1.1.H","Melbourne","0"
"1-my1-N-mjp-1","UJ_2","3383.UJ.1-my1-N-mjp-1.2.R","1-my1-N-mjp-1.2.R","Maryborough","1"
"1-my1-O-mjp-1","T5_2","3944.T5.1-my1-O-mjp-1.2.H","1-my1-O-mjp-1.2.H","Melbourne","0"
"1-my1-O-mjp-1","T5_2","3945.T5.1-my1-O-mjp-1.1.H","1-my1-O-mjp-1.1.H","Melbourne","0"
"1-my1-O-mjp-1","T5_2","4087.T5.1-my1-O-mjp-1.3.R","1-my1-O-mjp-1.3.R","Maryborough","1"
"1-my1-O-mjp-1","T5_2","4088.T5.1-my1-O-mjp-1.3.R","1-my1-O-mjp-1.3.R","Maryborough","1"
"1-my1-P-mjp-1","UQ","4549.UQ.1-my1-P-mjp-1.2.H","1-my1-P-mjp-1.2.H","Melbourne","0"
"1-my1-P-mjp-1","UQ","4550.UQ.1-my1-P-mjp-1.1.H","1-my1-P-mjp-1.1.H","Melbourne","0"
"1-my1-P-mjp-1","UQ","4692.UQ.1-my1-P-mjp-1.3.R","1-my1-P-mjp-1.3.R","Maryborough","1"
"1-my1-P-mjp-1","UQ","4693.UQ.1-my1-P-mjp-1.3.R","1-my1-P-mjp-1.3.R","Maryborough","1"
"1-my1-Q-mjp-1","T0","5533.T0.1-my1-Q-mjp-1.2.H","1-my1-Q-mjp-1.2.H","Melbourne","0"
"1-my1-Q-mjp-1","T0","5534.T0.1-my1-Q-mjp-1.1.H","1-my1-Q-mjp-1.1.H","Melbourne","0"
"1-my1-Q-mjp-1","T2_3","5535.T2.1-my1-Q-mjp-1.1.H","1-my1-Q-mjp-1.1.H","Melbourne","0"
"1-my1-Q-mjp-1","UJ_3","5536.UJ.1-my1-Q-mjp-1.1.H","1-my1-Q-mjp-1.1.H","Melbourne","0"
"1-my1-Q-mjp-1","T0","5806.T0.1-my1-Q-mjp-1.3.R","1-my1-Q-mjp-1.3.R","Maryborough","1"
"1-my1-Q-mjp-1","T0","5807.T0.1-my1-Q-mjp-1.3.R","1-my1-Q-mjp-1.3.R","Maryborough","1"
"1-my1-Q-mjp-1","T2_3","5808.T2.1-my1-Q-mjp-1.3.R","1-my1-Q-mjp-1.3.R","Maryborough","1"
"1-my1-Q-mjp-1","UJ_3","5809.UJ.1-my1-Q-mjp-1.3.R","1-my1-Q-mjp-1.3.R","Maryborough","1"
"1-my1-R-mjp-1","T6_3","6751.T6.1-my1-R-mjp-1.2.H","1-my1-R-mjp-1.2.H","Melbourne","0"
"1-my1-R-mjp-1","T6_3","6752.T6.1-my1-R-mjp-1.1.H","1-my1-R-mjp-1.1.H","Melbourne","0"
"1-my1-R-mjp-1","T2_4","6753.T2.1-my1-R-mjp-1.1.H","1-my1-R-mjp-1.1.H","Melbourne","0"
"1-my1-R-mjp-1","T6_3","6968.T6.1-my1-R-mjp-1.3.R","1-my1-R-mjp-1.3.R","Maryborough","1"
"1-my1-R-mjp-1","T6_3","6969.T6.1-my1-R-mjp-1.3.R","1-my1-R-mjp-1.3.R","Maryborough","1"
"1-my1-R-mjp-1","T2_4","6970.T2.1-my1-R-mjp-1.3.R","1-my1-R-mjp-1.3.R","Maryborough","1"
"1-my1-S-mjp-1","T0_1","7942.T0.1-my1-S-mjp-1.2.H","1-my1-S-mjp-1.2.H","Melbourne","0"
"1-my1-S-mjp-1","T0_1","7943.T0.1-my1-S-mjp-1.1.H","1-my1-S-mjp-1.1.H","Melbourne","0"
"1-my1-S-mjp-1","T2_5","7944.T2.1-my1-S-mjp-1.1.H","1-my1-S-mjp-1.1.H","Melbourne","0"
"1-my1-S-mjp-1","UJ_4","7945.UJ.1-my1-S-mjp-1.1.H","1-my1-S-mjp-1.1.H","Melbourne","0"
"1-my1-S-mjp-1","T0_1","8224.T0.1-my1-S-mjp-1.3.R","1-my1-S-mjp-1.3.R","Maryborough","1"
"1-my1-S-mjp-1","T0_1","8225.T0.1-my1-S-mjp-1.3.R","1-my1-S-mjp-1.3.R","Maryborough","1"
"1-my1-S-mjp-1","T2_5","8226.T2.1-my1-S-mjp-1.3.R","1-my1-S-mjp-1.3.R","Maryborough","1"
"1-my1-S-mjp-1","UJ_4","8227.UJ.1-my1-S-mjp-1.3.R","1-my1-S-mjp-1.3.R","Maryborough","1"
"1-my1-T-mjp-1","T0_2","9299.T0.1-my1-T-mjp-1.2.H","1-my1-T-mjp-1.2.H","Melbourne","0"
"1-my1-T-mjp-1","T0_2","9300.T0.1-my1-T-mjp-1.1.H","1-my1-T-mjp-1.1.H","Melbourne","0"
"1-my1-T-mjp-1","T2_6","9301.T2.1-my1-T-mjp-1.1.H","1-my1-T-mjp-1.1.H","Melbourne","0"
"1-my1-T-mjp-1","UJ_5","9302.UJ.1-my1-T-mjp-1.1.H","1-my1-T-mjp-1.1.H","Melbourne","0"
"1-my1-T-mjp-1","T0_2","9581.T0.1-my1-T-mjp-1.3.R","1-my1-T-mjp-1.3.R","Maryborough","1"
"1-my1-T-mjp-1","T0_2","9582.T0.1-my1-T-mjp-1.3.R","1-my1-T-mjp-1.3.R","Maryborough","1"
"1-my1-T-mjp-1","T2_6","9583.T2.1-my1-T-mjp-1.3.R","1-my1-T-mjp-1.3.R","Maryborough","1"
"1-my1-T-mjp-1","UJ_5","9584.UJ.1-my1-T-mjp-1.3.R","1-my1-T-mjp-1.3.R","Maryborough","1"
"1-my1-U-mjp-1","UJ_6","1.UJ.1-my1-U-mjp-1.1.H","1-my1-U-mjp-1.1.H","Melbourne","0"
"1-my1-U-mjp-1","UJ_6","2.UJ.1-my1-U-mjp-1.3.R","1-my1-U-mjp-1.3.R","Maryborough","1"
"1-my1-U-mjp-1","T0_3","644.T0.1-my1-U-mjp-1.2.H","1-my1-U-mjp-1.2.H","Melbourne","0"
"1-my1-U-mjp-1","T0_3","645.T0.1-my1-U-mjp-1.1.H","1-my1-U-mjp-1.1.H","Melbourne","0"
"1-my1-U-mjp-1","T2_7","646.T2.1-my1-U-mjp-1.1.H","1-my1-U-mjp-1.1.H","Melbourne","0"
"1-my1-U-mjp-1","T0_3","926.T0.1-my1-U-mjp-1.3.R","1-my1-U-mjp-1.3.R","Maryborough","1"
"1-my1-U-mjp-1","T0_3","927.T0.1-my1-U-mjp-1.3.R","1-my1-U-mjp-1.3.R","Maryborough","1"
"1-my1-U-mjp-1","T2_7","928.T2.1-my1-U-mjp-1.3.R","1-my1-U-mjp-1.3.R","Maryborough","1"
"1-Sht-E-mjp-1","UP","8103.UP.1-Sht-E-mjp-1.1.H","1-Sht-E-mjp-1.1.H","Melbourne","0"
"1-Sht-E-mjp-1","UP","8104.UP.1-Sht-E-mjp-1.2.H","1-Sht-E-mjp-1.2.H","Melbourne","0"
"1-Sht-E-mjp-1","UP","8105.UP.1-Sht-E-mjp-1.3.H","1-Sht-E-mjp-1.3.H","Melbourne","0"
"1-Sht-E-mjp-1","UP","8106.UP.1-Sht-E-mjp-1.3.H","1-Sht-E-mjp-1.3.H","Melbourne","0"
"1-Sht-E-mjp-1","UP","8107.UP.1-Sht-E-mjp-1.3.H","1-Sht-E-mjp-1.3.H","Melbourne","0"
"1-Sht-E-mjp-1","UP","8160.UP.1-Sht-E-mjp-1.4.R","1-Sht-E-mjp-1.4.R","Shepparton","1"
"1-Sht-E-mjp-1","UP","8161.UP.1-Sht-E-mjp-1.5.R","1-Sht-E-mjp-1.5.R","Shepparton","1"
"1-Sht-E-mjp-1","UP","8162.UP.1-Sht-E-mjp-1.6.R","1-Sht-E-mjp-1.6.R","Shepparton","1"
"1-Sht-E-mjp-1","UP","8163.UP.1-Sht-E-mjp-1.7.R","1-Sht-E-mjp-1.7.R","Shepparton","1"
"1-Sht-E-mjp-1","UP","8164.UP.1-Sht-E-mjp-1.6.R","1-Sht-E-mjp-1.6.R","Shepparton","1"
"1-Sht-F-mjp-1","T5","8782.T5.1-Sht-F-mjp-1.1.H","1-Sht-F-mjp-1.1.H","Melbourne","0"
"1-Sht-F-mjp-1","T5","8783.T5.1-Sht-F-mjp-1.2.H","1-Sht-F-mjp-1.2.H","Melbourne","0"
"1-Sht-F-mjp-1","T5","8784.T5.1-Sht-F-mjp-1.3.H","1-Sht-F-mjp-1.3.H","Melbourne","0"
"1-Sht-F-mjp-1","T5","8785.T5.1-Sht-F-mjp-1.3.H","1-Sht-F-mjp-1.3.H","Melbourne","0"
"1-Sht-F-mjp-1","T5","8786.T5.1-Sht-F-mjp-1.3.H","1-Sht-F-mjp-1.3.H","Melbourne","0"
"1-Sht-F-mjp-1","T5","8842.T5.1-Sht-F-mjp-1.4.R","1-Sht-F-mjp-1.4.R","Shepparton","1"
"1-Sht-F-mjp-1","T5","8843.T5.1-Sht-F-mjp-1.5.R","1-Sht-F-mjp-1.5.R","Shepparton","1"
"1-Sht-F-mjp-1","T5","8844.T5.1-Sht-F-mjp-1.6.R","1-Sht-F-mjp-1.6.R","Shepparton","1"
