route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
"3-109-A-mjp-1","UJ","1986.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","1987.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","1988.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","1989.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","1990.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","1991.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1992.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1993.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1994.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1995.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1996.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1997.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1998.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","1999.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2000.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2001.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2002.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2003.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2004.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2005.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2006.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2007.UJ.3-109-A-mjp-1.6.R","3-109-A-mjp-1.6.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2008.UJ.3-109-A-mjp-1.2.H","3-109-A-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2009.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2010.UJ.3-109-A-mjp-1.2.H","3-109-A-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2011.UJ.3-109-A-mjp-1.2.H","3-109-A-mjp-1.2.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2012.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2013.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2014.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2015.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2016.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2017.UJ.3-109-A-mjp-1.1.H","3-109-A-mjp-1.1.H","Port Melbourne to Box Hill","0"
"3-109-A-mjp-1","UJ","2018.UJ.3-109-A-mjp-1.7.R","3-109-A-mjp-1.7.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2019.UJ.3-109-A-mjp-1.7.R","3-109-A-mjp-1.7.R","Box Hill to Port Melbourne","1"
"3-109-A-mjp-1","UJ","2020.UJ.3-109-A-mjp-1.7.R","3-109-A-mjp-1.7.R","Box Hill to Port Melbourne","1"
