"10121","Dorset Rd/Maroondah Hwy (Croydon)","-37.7713638753296","145.294756935875"
"10187","Exeter Rd/Maroondah Hwy (Croydon North)","-37.7704457773699","145.295459224002"
"10545","Yendon Rd/Harbours Rd (Yendon)","-37.6365997170968","143.972314147008"
"12451","Yendon Rd/Harbours Rd (Yendon)","-37.6364925791299","143.972352488699"
"13761","Hudson Park/Sydney St (Kilmore)","-37.2949521712989","144.951707614532"
"13762","Hudson Park/Sydney St (Kilmore)","-37.2957068794249","144.952093254788"
"13763","High St/Main Rd (Lancefield)","-37.2781181180929","144.736606717502"
"13764","High St/Main Rd (Lancefield)","-37.2780499434397","144.736811760623"
"13765","Romsey Community Hub/Main St (Romsey)","-37.3500899679552","144.742811606745"
"13766","Romsey Community Hub/Main St (Romsey)","-37.3501212960254","144.743036440869"
"13767","Power St/High St (Pyalong)","-37.1218339700111","144.858127997429"
"13768","Power St/High St (Pyalong)","-37.1217375258836","144.858277028241"
"13769","General Store/Northern Hwy (Tooborac)","-37.0439568881693","144.798604862844"
"13770","General Store/Northern Hwy (Tooborac)","-37.0444407619416","144.798939424012"
"14929","Forest St/Warrenheip St (Buninyong)","-37.6488756309209","143.884310758031"
"15096","Jennings St/Northern Hwy (Heathcote)","-36.927405979295","144.71185195711"
"15097","Jennings St/Northern Hwy (Heathcote)","-36.9274686717915","144.712299114896"
"15098","Axedale Rd/Northern Hwy (Toolleen)","-36.7208857522455","144.682763295417"
"15099","Axedale Rd/Northern Hwy (Toolleen)","-36.7208158718579","144.682877351035"
"15100","Bendigo-Murchison Rd/Northern Hwy (Myola)","-36.59909812058","144.652968458118"
"15101","Bendigo-Murchison Rd/Northern Hwy (Myola)","-36.5991088889007","144.653057554329"
"15102","Elmore Railway Station (Elmore)","-36.4953111645532","144.607893680669"
"15103","Elmore Railway Station (Elmore)","-36.4953516694929","144.608115689274"
"15105","Rochester Railway Station (Rochester)","-36.3622710607229","144.698717406247"
"15109","Murray River Council/Cobb Hwy (Moama (NSW))","-36.1142846584288","144.756111907767"
"15110","Caltex Service Station/Cobb Hwy (Mathoura (NSW))","-35.8128872391616","144.902718095509"
"15111","344 Whitelock St (Deniliquin (NSW))","-35.5287312072674","144.961508761929"
"15112","Border Service Station/Murray St (Barham (NSW))","-35.6299006640732","144.125922826481"
"15113","Thompson St/Main St (Koondrook)","-35.6435727591925","144.131196495987"
"15114","King Albert Ave/Leitchville Rd (Leitchville)","-35.9036371449297","144.301115308436"
"15115","Newsagent/Murray Valley Hwy (Gunbower)","-35.9562893869437","144.368796833151"
"15116","Newsagent/Murray Valley Hwy (Gunbower)","-35.9559829236865","144.368795918636"
"15117","General Store/Murray Valley Hwy (Torrumbarry)","-36.0289328143839","144.516565858211"
"15118","Singer Rd/Lockington Rd (Lockington)","-36.271738524494","144.535785662436"
"15119","Singer Rd/Lockington Rd (Lockington)","-36.2716761622515","144.535821014969"
"15120","Mangan St/Henderson Rd (Tongala)","-36.2499473616254","144.948283590988"
"15121","Mangan St/Henderson Rd (Tongala)","-36.2498085885896","144.948075780285"
"15122","Transit Centre/Union St (Kyabram)","-36.3143755526964","145.047681751927"
"15123","Mill St/McLennan St (Mooroopna)","-36.394078046933","145.361331509799"
"15124","Mill St/Midland Hwy (Mooroopna)","-36.3945712401502","145.361142757613"
"15126","Shepparton Railway Station (Shepparton)","-36.3838159665929","145.406340898648"
"15127","Fraser St/Wyndham St (Shepparton)","-36.3798388541286","145.399465844225"
"15128","Fraser St/Wyndham St (Shepparton)","-36.3795002869289","145.399762624587"
"15130","Barmah Hotel/Maloney St (Barmah)","-36.0172521572524","144.957807310496"
"15131","Milk Bar/Echuca - Nathalia Rd (Picola)","-35.9989309979448","145.110966659026"
"15137","Milk Bar/Station St (Girgarre)","-36.397074779389","144.980858109513"
"15139","Birdwood Ave/Brundenell St (Stanhope)","-36.4457146089841","144.982587881563"
"15140","Birdwood Ave/Brundenell St (Stanhope)","-36.4459554189328","144.982436610051"
"15143","High St/Moora Rd (Rushworth)","-36.5856665508492","145.014726811123"
"15144","School St/Moora Rd (Rushworth)","-36.5854619351518","145.014888525847"
"15145","Murchison/Stevenson St (Murchison)","-36.6168703217898","145.218176655133"
"15666","Forest St/Warrenheip St (Buninyong)","-37.6486395109858","143.884581260986"
"16091","Princes Fwy (Darnum)","-38.1862701525704","146.002019315398"
"16096","Yarragon Railway Station (Yarragon)","-38.203345224481","146.06286623064"
"1613","Webster St/Dunlop St (Mortlake)","-38.0806918412025","142.804773626383"
"16231","Castlemaine Railway Station (Castlemaine)","-37.0628458965788","144.214158542594"
"16234","Kangaroo Flat Station/High St (Kangaroo Flat)","-36.7950723140207","144.244510713664"
